"Noun","High","Tall","c","d","GStat","Association"
"majority",2,0,39672,1720,0.169763715417535,"high"
"malaria",2,0,39672,1720,0.169763715417535,"high"
"mandarin",2,0,39672,1720,0.169763715417535,"high"
"manpower",2,0,39672,1720,0.169763715417535,"high"
"marketing",2,0,39672,1720,0.169763715417535,"high"
"maturity",2,0,39672,1720,0.169763715417535,"high"
"meat",2,0,39672,1720,0.169763715417535,"high"
"medrese",2,0,39672,1720,0.169763715417535,"high"
"membership",2,0,39672,1720,0.169763715417535,"high"
"midspread",2,0,39672,1720,0.169763715417535,"high"
"military",2,0,39672,1720,0.169763715417535,"high"
"mimesis",2,0,39672,1720,0.169763715417535,"high"
"min",2,0,39672,1720,0.169763715417535,"high"
"mind",2,0,39672,1720,0.169763715417535,"high"
"mission",2,0,39672,1720,0.169763715417535,"high"
"modernist",2,0,39672,1720,0.169763715417535,"high"
"morality",2,0,39672,1720,0.169763715417535,"high"
"motoring",2,0,39672,1720,0.169763715417535,"high"
"multi-machine",2,0,39672,1720,0.169763715417535,"high"
"nature",2,0,39672,1720,0.169763715417535,"high"
"neckline",2,0,39672,1720,0.169763715417535,"high"
"netting",2,0,39672,1720,0.169763715417535,"high"
"niche",2,0,39672,1720,0.169763715417535,"high"
"noise",2,0,39672,1720,0.169763715417535,"high"
"nursing",2,0,39672,1720,0.169763715417535,"high"
"ob",2,0,39672,1720,0.169763715417535,"high"
"obligation",2,0,39672,1720,0.169763715417535,"high"
"opportunity",2,0,39672,1720,0.169763715417535,"high"
"orbit",2,0,39672,1720,0.169763715417535,"high"
"outgoing",2,0,39672,1720,0.169763715417535,"high"
"over-representation",2,0,39672,1720,0.169763715417535,"high"
"overlap",2,0,39672,1720,0.169763715417535,"high"
"pace",2,0,39672,1720,0.169763715417535,"high"
"packing",2,0,39672,1720,0.169763715417535,"high"
"paf",2,0,39672,1720,0.169763715417535,"high"
"pane",2,0,39672,1720,0.169763715417535,"high"
"parish",2,0,39672,1720,0.169763715417535,"high"
"patient",2,0,39672,1720,0.169763715417535,"high"
"pay-out",2,0,39672,1720,0.169763715417535,"high"
"payout",2,0,39672,1720,0.169763715417535,"high"
"pensioner",2,0,39672,1720,0.169763715417535,"high"
"performer",2,0,39672,1720,0.169763715417535,"high"
"pesticide",2,0,39672,1720,0.169763715417535,"high"
"phase",2,0,39672,1720,0.169763715417535,"high"
"pike",2,0,39672,1720,0.169763715417535,"high"
"pillow",2,0,39672,1720,0.169763715417535,"high"
"pip",2,0,39672,1720,0.169763715417535,"high"
"plastic",2,0,39672,1720,0.169763715417535,"high"
"policy-making",2,0,39672,1720,0.169763715417535,"high"
"post-vaccination",2,0,39672,1720,0.169763715417535,"high"
"precoverage",2,0,39672,1720,0.169763715417535,"high"
"predation",2,0,39672,1720,0.169763715417535,"high"
"preponderance",2,0,39672,1720,0.169763715417535,"high"
"primary",2,0,39672,1720,0.169763715417535,"high"
"principal",2,0,39672,1720,0.169763715417535,"high"
"process",2,0,39672,1720,0.169763715417535,"high"
"procurement",2,0,39672,1720,0.169763715417535,"high"
"proliferation",2,0,39672,1720,0.169763715417535,"high"
"promotion",2,0,39672,1720,0.169763715417535,"high"
"provision",2,0,39672,1720,0.169763715417535,"high"
"prow",2,0,39672,1720,0.169763715417535,"high"
"publication",2,0,39672,1720,0.169763715417535,"high"
"purchase",2,0,39672,1720,0.169763715417535,"high"
"purchasing",2,0,39672,1720,0.169763715417535,"high"
"pyrenean",2,0,39672,1720,0.169763715417535,"high"
"quarterly",2,0,39672,1720,0.169763715417535,"high"
"quotation",2,0,39672,1720,0.169763715417535,"high"
"quote",2,0,39672,1720,0.169763715417535,"high"
"rack",2,0,39672,1720,0.169763715417535,"high"
"radioactivity",2,0,39672,1720,0.169763715417535,"high"
"raise",2,0,39672,1720,0.169763715417535,"high"
"realm",2,0,39672,1720,0.169763715417535,"high"
"redundancy",2,0,39672,1720,0.169763715417535,"high"
"rejection",2,0,39672,1720,0.169763715417535,"high"
"relationship",2,0,39672,1720,0.169763715417535,"high"
"relevance",2,0,39672,1720,0.169763715417535,"high"
"repayment",2,0,39672,1720,0.169763715417535,"high"
"replacement",2,0,39672,1720,0.169763715417535,"high"
"reproduction",2,0,39672,1720,0.169763715417535,"high"
"requirement",2,0,39672,1720,0.169763715417535,"high"
"reserve",2,0,39672,1720,0.169763715417535,"high"
"residue",2,0,39672,1720,0.169763715417535,"high"
"retirement",2,0,39672,1720,0.169763715417535,"high"
"revving",2,0,39672,1720,0.169763715417535,"high"
"right",2,0,39672,1720,0.169763715417535,"high"
"ritual",2,0,39672,1720,0.169763715417535,"high"
"role",2,0,39672,1720,0.169763715417535,"high"
"runscorer",2,0,39672,1720,0.169763715417535,"high"
"sail",2,0,39672,1720,0.169763715417535,"high"
"sale",2,0,39672,1720,0.169763715417535,"high"
"sandstone",2,0,39672,1720,0.169763715417535,"high"
"scan",2,0,39672,1720,0.169763715417535,"high"
"seating",2,0,39672,1720,0.169763715417535,"high"
"section",2,0,39672,1720,0.169763715417535,"high"
"seroprevalence",2,0,39672,1720,0.169763715417535,"high"
"sheen",2,0,39672,1720,0.169763715417535,"high"
"shoreline",2,0,39672,1720,0.169763715417535,"high"
"shot",2,0,39672,1720,0.169763715417535,"high"
"signal-to-noise",2,0,39672,1720,0.169763715417535,"high"
"sill",2,0,39672,1720,0.169763715417535,"high"
"skin",2,0,39672,1720,0.169763715417535,"high"
"skyline",2,0,39672,1720,0.169763715417535,"high"
"smoking",2,0,39672,1720,0.169763715417535,"high"
"soprano",2,0,39672,1720,0.169763715417535,"high"
"spend",2,0,39672,1720,0.169763715417535,"high"
"spin",2,0,39672,1720,0.169763715417535,"high"
"spy",2,0,39672,1720,0.169763715417535,"high"
"squeak",2,0,39672,1720,0.169763715417535,"high"
"stability",2,0,39672,1720,0.169763715417535,"high"
"staying-on",2,0,39672,1720,0.169763715417535,"high"
"steel-mesh",2,0,39672,1720,0.169763715417535,"high"
"stick",2,0,39672,1720,0.169763715417535,"high"
"stiffness",2,0,39672,1720,0.169763715417535,"high"
"subject",2,0,39672,1720,0.169763715417535,"high"
"subscription",2,0,39672,1720,0.169763715417535,"high"
"sun",2,0,39672,1720,0.169763715417535,"high"
"supervision",2,0,39672,1720,0.169763715417535,"high"
"surf",2,0,39672,1720,0.169763715417535,"high"
"syllabus",2,0,39672,1720,0.169763715417535,"high"
"synthesis",2,0,39672,1720,0.169763715417535,"high"
"task",2,0,39672,1720,0.169763715417535,"high"
"taxer",2,0,39672,1720,0.169763715417535,"high"
"tear",2,0,39672,1720,0.169763715417535,"high"
"temperament",2,0,39672,1720,0.169763715417535,"high"
"tenancy",2,0,39672,1720,0.169763715417535,"high"
"tender",2,0,39672,1720,0.169763715417535,"high"
"terrace",2,0,39672,1720,0.169763715417535,"high"
"thinker",2,0,39672,1720,0.169763715417535,"high"
"thinking",2,0,39672,1720,0.169763715417535,"high"
"thromboxane",2,0,39672,1720,0.169763715417535,"high"
"thrust",2,0,39672,1720,0.169763715417535,"high"
"tobacco",2,0,39672,1720,0.169763715417535,"high"
"tonnage",2,0,39672,1720,0.169763715417535,"high"
"tourist",2,0,39672,1720,0.169763715417535,"high"
"tranmere",2,0,39672,1720,0.169763715417535,"high"
"transfection",2,0,39672,1720,0.169763715417535,"high"
"transfer",2,0,39672,1720,0.169763715417535,"high"
"transition",2,0,39672,1720,0.169763715417535,"high"
"travel",2,0,39672,1720,0.169763715417535,"high"
"treasurer",2,0,39672,1720,0.169763715417535,"high"
"treatment",2,0,39672,1720,0.169763715417535,"high"
"tribute",2,0,39672,1720,0.169763715417535,"high"
"truancy",2,0,39672,1720,0.169763715417535,"high"
"trump",2,0,39672,1720,0.169763715417535,"high"
"tyke",2,0,39672,1720,0.169763715417535,"high"
"unionization",2,0,39672,1720,0.169763715417535,"high"
"uptake",2,0,39672,1720,0.169763715417535,"high"
"utility",2,0,39672,1720,0.169763715417535,"high"
"vapour",2,0,39672,1720,0.169763715417535,"high"
"variability",2,0,39672,1720,0.169763715417535,"high"
"vaulting",2,0,39672,1720,0.169763715417535,"high"
"viability",2,0,39672,1720,0.169763715417535,"high"
"viaduct",2,0,39672,1720,0.169763715417535,"high"
"vigilance",2,0,39672,1720,0.169763715417535,"high"
"vulnerability",2,0,39672,1720,0.169763715417535,"high"
"waist",2,0,39672,1720,0.169763715417535,"high"
"waste",2,0,39672,1720,0.169763715417535,"high"
"wavenumber",2,0,39672,1720,0.169763715417535,"high"
"week",2,0,39672,1720,0.169763715417535,"high"
"wicking",2,0,39672,1720,0.169763715417535,"high"
"wire-mesh",2,0,39672,1720,0.169763715417535,"high"
"woodland",2,0,39672,1720,0.169763715417535,"high"
"woodwind",2,0,39672,1720,0.169763715417535,"high"
"word",2,0,39672,1720,0.169763715417535,"high"
"workload",2,0,39672,1720,0.169763715417535,"high"
"workrate",2,0,39672,1720,0.169763715417535,"high"
"worm",2,0,39672,1720,0.169763715417535,"high"
"worth",2,0,39672,1720,0.169763715417535,"high"
"wynd",2,0,39672,1720,0.169763715417535,"high"
"zone",2,0,39672,1720,0.169763715417535,"high"
"stage",26,1,39648,1719,0.014335373883258,"high"
"abstention",3,0,39671,1720,0.2546487153792,"high"
"acceptance",3,0,39671,1720,0.2546487153792,"high"
"action",3,0,39671,1720,0.2546487153792,"high"
"added-value",3,0,39671,1720,0.2546487153792,"high"
"antibody",3,0,39671,1720,0.2546487153792,"high"
"arc",3,0,39671,1720,0.2546487153792,"high"
"balcony",3,0,39671,1720,0.2546487153792,"high"
"bluff",3,0,39671,1720,0.2546487153792,"high"
"boundary",3,0,39671,1720,0.2546487153792,"high"
"breeding",3,0,39671,1720,0.2546487153792,"high"
"cancer",3,0,39671,1720,0.2546487153792,"high"
"chalk",3,0,39671,1720,0.2546487153792,"high"
"cheek-bone",3,0,39671,1720,0.2546487153792,"high"
"chemical",3,0,39671,1720,0.2546487153792,"high"
"climax",3,0,39671,1720,0.2546487153792,"high"
"climb",3,0,39671,1720,0.2546487153792,"high"
"clock-rate",3,0,39671,1720,0.2546487153792,"high"
"club",3,0,39671,1720,0.2546487153792,"high"
"coal",3,0,39671,1720,0.2546487153792,"high"
"code",3,0,39671,1720,0.2546487153792,"high"
"completion",3,0,39671,1720,0.2546487153792,"high"
"compliment",3,0,39671,1720,0.2546487153792,"high"
"condition",3,0,39671,1720,0.2546487153792,"high"
"construction",3,0,39671,1720,0.2546487153792,"high"
"control",3,0,39671,1720,0.2546487153792,"high"
"crown",3,0,39671,1720,0.2546487153792,"high"
"csi",3,0,39671,1720,0.2546487153792,"high"
"customer",3,0,39671,1720,0.2546487153792,"high"
"data",3,0,39671,1720,0.2546487153792,"high"
"dc",3,0,39671,1720,0.2546487153792,"high"
"decision",3,0,39671,1720,0.2546487153792,"high"
"decoration",3,0,39671,1720,0.2546487153792,"high"
"design",3,0,39671,1720,0.2546487153792,"high"
"differential",3,0,39671,1720,0.2546487153792,"high"
"diptera",3,0,39671,1720,0.2546487153792,"high"
"distinction",3,0,39671,1720,0.2546487153792,"high"
"dive",3,0,39671,1720,0.2546487153792,"high"
"diversity",3,0,39671,1720,0.2546487153792,"high"
"doctorate",3,0,39671,1720,0.2546487153792,"high"
"doctrine",3,0,39671,1720,0.2546487153792,"high"
"dollar",3,0,39671,1720,0.2546487153792,"high"
"dropout",3,0,39671,1720,0.2546487153792,"high"
"efficacy",3,0,39671,1720,0.2546487153792,"high"
"elasticity",3,0,39671,1720,0.2546487153792,"high"
"evaluation",3,0,39671,1720,0.2546487153792,"high"
"exam",3,0,39671,1720,0.2546487153792,"high"
"exhaustivity",3,0,39671,1720,0.2546487153792,"high"
"feed",3,0,39671,1720,0.2546487153792,"high"
"fell",3,0,39671,1720,0.2546487153792,"high"
"fire",3,0,39671,1720,0.2546487153792,"high"
"flood",3,0,39671,1720,0.2546487153792,"high"
"fraction",3,0,39671,1720,0.2546487153792,"high"
"fructose",3,0,39671,1720,0.2546487153792,"high"
"fruit",3,0,39671,1720,0.2546487153792,"high"
"future",3,0,39671,1720,0.2546487153792,"high"
"glamour",3,0,39671,1720,0.2546487153792,"high"
"glen",3,0,39671,1720,0.2546487153792,"high"
"good",3,0,39671,1720,0.2546487153792,"high"
"gymnast",3,0,39671,1720,0.2546487153792,"high"
"hand",3,0,39671,1720,0.2546487153792,"high"
"handicapper",3,0,39671,1720,0.2546487153792,"high"
"harmony",3,0,39671,1720,0.2546487153792,"high"
"hazard",3,0,39671,1720,0.2546487153792,"high"
"headquarters",3,0,39671,1720,0.2546487153792,"high"
"heart",3,0,39671,1720,0.2546487153792,"high"
"history",3,0,39671,1720,0.2546487153792,"high"
"hit",3,0,39671,1720,0.2546487153792,"high"
"hurdler",3,0,39671,1720,0.2546487153792,"high"
"hydrocarbon",3,0,39671,1720,0.2546487153792,"high"
"illiteracy",3,0,39671,1720,0.2546487153792,"high"
"image",3,0,39671,1720,0.2546487153792,"high"
"indignation",3,0,39671,1720,0.2546487153792,"high"
"joy",3,0,39671,1720,0.2546487153792,"high"
"judiciary",3,0,39671,1720,0.2546487153792,"high"
"jumping",3,0,39671,1720,0.2546487153792,"high"
"kind",3,0,39671,1720,0.2546487153792,"high"
"leadership",3,0,39671,1720,0.2546487153792,"high"
"leather",3,0,39671,1720,0.2546487153792,"high"
"legislature",3,0,39671,1720,0.2546487153792,"high"
"loyalty",3,0,39671,1720,0.2546487153792,"high"
"magic",3,0,39671,1720,0.2546487153792,"high"
"maintenance",3,0,39671,1720,0.2546487153792,"high"
"manufacturing",3,0,39671,1720,0.2546487153792,"high"
"mathematics",3,0,39671,1720,0.2546487153792,"high"
"mevleviyet",3,0,39671,1720,0.2546487153792,"high"
"mg",3,0,39671,1720,0.2546487153792,"high"
"mineral",3,0,39671,1720,0.2546487153792,"high"
"mode",3,0,39671,1720,0.2546487153792,"high"
"moisture",3,0,39671,1720,0.2546487153792,"high"
"molar",3,0,39671,1720,0.2546487153792,"high"
"moral",3,0,39671,1720,0.2546487153792,"high"
"motive",3,0,39671,1720,0.2546487153792,"high"
"motor",3,0,39671,1720,0.2546487153792,"high"
"multiple",3,0,39671,1720,0.2546487153792,"high"
"non-tariff",3,0,39671,1720,0.2546487153792,"high"
"nutrient",3,0,39671,1720,0.2546487153792,"high"
"organ",3,0,39671,1720,0.2546487153792,"high"
"osmolarity",3,0,39671,1720,0.2546487153792,"high"
"ozone",3,0,39671,1720,0.2546487153792,"high"
"parliament",3,0,39671,1720,0.2546487153792,"high"
"patency",3,0,39671,1720,0.2546487153792,"high"
"peeking",3,0,39671,1720,0.2546487153792,"high"
"penetration",3,0,39671,1720,0.2546487153792,"high"
"pepsinogen",3,0,39671,1720,0.2546487153792,"high"
"perfection",3,0,39671,1720,0.2546487153792,"high"
"period",3,0,39671,1720,0.2546487153792,"high"
"phosphate",3,0,39671,1720,0.2546487153792,"high"
"phosphorus",3,0,39671,1720,0.2546487153792,"high"
"pinnacle",3,0,39671,1720,0.2546487153792,"high"
"plateaux",3,0,39671,1720,0.2546487153792,"high"
"podium",3,0,39671,1720,0.2546487153792,"high"
"polymer",3,0,39671,1720,0.2546487153792,"high"
"ponytail",3,0,39671,1720,0.2546487153792,"high"
"pound",3,0,39671,1720,0.2546487153792,"high"
"poverty",3,0,39671,1720,0.2546487153792,"high"
"predictability",3,0,39671,1720,0.2546487153792,"high"
"priesthood",3,0,39671,1720,0.2546487153792,"high"
"promise",3,0,39671,1720,0.2546487153792,"high"
"protector",3,0,39671,1720,0.2546487153792,"high"
"pub",3,0,39671,1720,0.2546487153792,"high"
"pupil",3,0,39671,1720,0.2546487153792,"high"
"quarter",3,0,39671,1720,0.2546487153792,"high"
"race",3,0,39671,1720,0.2546487153792,"high"
"rail",3,0,39671,1720,0.2546487153792,"high"
"ram",3,0,39671,1720,0.2546487153792,"high"
"readership",3,0,39671,1720,0.2546487153792,"high"
"recurrence",3,0,39671,1720,0.2546487153792,"high"
"redshift",3,0,39671,1720,0.2546487153792,"high"
"refusal",3,0,39671,1720,0.2546487153792,"high"
"religion",3,0,39671,1720,0.2546487153792,"high"
"remuneration",3,0,39671,1720,0.2546487153792,"high"
"repetition",3,0,39671,1720,0.2546487153792,"high"
"representation",3,0,39671,1720,0.2546487153792,"high"
"resale",3,0,39671,1720,0.2546487153792,"high"
"revenue",3,0,39671,1720,0.2546487153792,"high"
"rigidity",3,0,39671,1720,0.2546487153792,"high"
"roll",3,0,39671,1720,0.2546487153792,"high"
"route",3,0,39671,1720,0.2546487153792,"high"
"satisfaction",3,0,39671,1720,0.2546487153792,"high"
"sector",3,0,39671,1720,0.2546487153792,"high"
"selectivity",3,0,39671,1720,0.2546487153792,"high"
"selling",3,0,39671,1720,0.2546487153792,"high"
"sequence",3,0,39671,1720,0.2546487153792,"high"
"series",3,0,39671,1720,0.2546487153792,"high"
"show",3,0,39671,1720,0.2546487153792,"high"
"similarity",3,0,39671,1720,0.2546487153792,"high"
"soul",3,0,39671,1720,0.2546487153792,"high"
"sounding",3,0,39671,1720,0.2546487153792,"high"
"spread",3,0,39671,1720,0.2546487153792,"high"
"start-up",3,0,39671,1720,0.2546487153792,"high"
"starting",3,0,39671,1720,0.2546487153792,"high"
"steel",3,0,39671,1720,0.2546487153792,"high"
"strain",3,0,39671,1720,0.2546487153792,"high"
"strike",3,0,39671,1720,0.2546487153792,"high"
"sunshine",3,0,39671,1720,0.2546487153792,"high"
"susceptibility",3,0,39671,1720,0.2546487153792,"high"
"symmetry",3,0,39671,1720,0.2546487153792,"high"
"synagogue",3,0,39671,1720,0.2546487153792,"high"
"tec",3,0,39671,1720,0.2546487153792,"high"
"technician",3,0,39671,1720,0.2546487153792,"high"
"temper",3,0,39671,1720,0.2546487153792,"high"
"testosterone",3,0,39671,1720,0.2546487153792,"high"
"thought",3,0,39671,1720,0.2546487153792,"high"
"throne",3,0,39671,1720,0.2546487153792,"high"
"ticket",3,0,39671,1720,0.2546487153792,"high"
"timber",3,0,39671,1720,0.2546487153792,"high"
"train",3,0,39671,1720,0.2546487153792,"high"
"transverse",3,0,39671,1720,0.2546487153792,"high"
"trust",3,0,39671,1720,0.2546487153792,"high"
"tundra",3,0,39671,1720,0.2546487153792,"high"
"turn-over",3,0,39671,1720,0.2546487153792,"high"
"twist",3,0,39671,1720,0.2546487153792,"high"
"union",3,0,39671,1720,0.2546487153792,"high"
"unity",3,0,39671,1720,0.2546487153792,"high"
"urokinase",3,0,39671,1720,0.2546487153792,"high"
"use-value",3,0,39671,1720,0.2546487153792,"high"
"vat",3,0,39671,1720,0.2546487153792,"high"
"viewing",3,0,39671,1720,0.2546487153792,"high"
"vine",3,0,39671,1720,0.2546487153792,"high"
"virtue",3,0,39671,1720,0.2546487153792,"high"
"vocation",3,0,39671,1720,0.2546487153792,"high"
"volcano",3,0,39671,1720,0.2546487153792,"high"
"waist-hip",3,0,39671,1720,0.2546487153792,"high"
"warmth",3,0,39671,1720,0.2546487153792,"high"
"wartime",3,0,39671,1720,0.2546487153792,"high"
"weighting",3,0,39671,1720,0.2546487153792,"high"
"wheel",3,0,39671,1720,0.2546487153792,"high"
"win",3,0,39671,1720,0.2546487153792,"high"
"window-sill",3,0,39671,1720,0.2546487153792,"high"
"winter",3,0,39671,1720,0.2546487153792,"high"
