"Noun","High","Tall","c","d","GStat","Association"
"peg",1,0,39673,1720,0.0848808103200906,"high"
"pencil",1,0,39673,1720,0.0848808103200906,"high"
"per-head",1,0,39673,1720,0.0848808103200906,"high"
"per-unit",1,0,39673,1720,0.0848808103200906,"high"
"percent",1,0,39673,1720,0.0848808103200906,"high"
"perfomance",1,0,39673,1720,0.0848808103200906,"high"
"performance'",1,0,39673,1720,0.0848808103200906,"high"
"perimeter",1,0,39673,1720,0.0848808103200906,"high"
"peroxide",1,0,39673,1720,0.0848808103200906,"high"
"personnel",1,0,39673,1720,0.0848808103200906,"high"
"pew",1,0,39673,1720,0.0848808103200906,"high"
"pge",1,0,39673,1720,0.0848808103200906,"high"
"phenylalanine",1,0,39673,1720,0.0848808103200906,"high"
"phi-score",1,0,39673,1720,0.0848808103200906,"high"
"phone-ownership",1,0,39673,1720,0.0848808103200906,"high"
"physics",1,0,39673,1720,0.0848808103200906,"high"
"pictish",1,0,39673,1720,0.0848808103200906,"high"
"picture",1,0,39673,1720,0.0848808103200906,"high"
"picture-to",1,0,39673,1720,0.0848808103200906,"high"
"piddle",1,0,39673,1720,0.0848808103200906,"high"
"piece",1,0,39673,1720,0.0848808103200906,"high"
"piece-work",1,0,39673,1720,0.0848808103200906,"high"
"pig",1,0,39673,1720,0.0848808103200906,"high"
"piping",1,0,39673,1720,0.0848808103200906,"high"
"pit",1,0,39673,1720,0.0848808103200906,"high"
"pizzicato",1,0,39673,1720,0.0848808103200906,"high"
"pks",1,0,39673,1720,0.0848808103200906,"high"
"placement",1,0,39673,1720,0.0848808103200906,"high"
"planning",1,0,39673,1720,0.0848808103200906,"high"
"plaque",1,0,39673,1720,0.0848808103200906,"high"
"plate",1,0,39673,1720,0.0848808103200906,"high"
"plate-glass",1,0,39673,1720,0.0848808103200906,"high"
"plateaux.",1,0,39673,1720,0.0848808103200906,"high"
"platelet",1,0,39673,1720,0.0848808103200906,"high"
"plinth",1,0,39673,1720,0.0848808103200906,"high"
"pluralism",1,0,39673,1720,0.0848808103200906,"high"
"poetry",1,0,39673,1720,0.0848808103200906,"high"
"policing",1,0,39673,1720,0.0848808103200906,"high"
"polish",1,0,39673,1720,0.0848808103200906,"high"
"politician",1,0,39673,1720,0.0848808103200906,"high"
"pollen",1,0,39673,1720,0.0848808103200906,"high"
"polynomial",1,0,39673,1720,0.0848808103200906,"high"
"polythene",1,0,39673,1720,0.0848808103200906,"high"
"ponderal",1,0,39673,1720,0.0848808103200906,"high"
"pool",1,0,39673,1720,0.0848808103200906,"high"
"popularity",1,0,39673,1720,0.0848808103200906,"high"
"popularization",1,0,39673,1720,0.0848808103200906,"high"
"porch",1,0,39673,1720,0.0848808103200906,"high"
"pore",1,0,39673,1720,0.0848808103200906,"high"
"portal",1,0,39673,1720,0.0848808103200906,"high"
"positioning",1,0,39673,1720,0.0848808103200906,"high"
"possibility",1,0,39673,1720,0.0848808103200906,"high"
"possil",1,0,39673,1720,0.0848808103200906,"high"
"pottergate",1,0,39673,1720,0.0848808103200906,"high"
"power-to-weight",1,0,39673,1720,0.0848808103200906,"high"
"practicality",1,0,39673,1720,0.0848808103200906,"high"
"prairie",1,0,39673,1720,0.0848808103200906,"high"
"precept",1,0,39673,1720,0.0848808103200906,"high"
"precipitation",1,0,39673,1720,0.0848808103200906,"high"
"preferment",1,0,39673,1720,0.0848808103200906,"high"
"premier",1,0,39673,1720,0.0848808103200906,"high"
"preoccupation",1,0,39673,1720,0.0848808103200906,"high"
"prescription",1,0,39673,1720,0.0848808103200906,"high"
"press",1,0,39673,1720,0.0848808103200906,"high"
"pressures-high",1,0,39673,1720,0.0848808103200906,"high"
"prey",1,0,39673,1720,0.0848808103200906,"high"
"pricing",1,0,39673,1720,0.0848808103200906,"high"
"priest(ess)",1,0,39673,1720,0.0848808103200906,"high"
"prince",1,0,39673,1720,0.0848808103200906,"high"
"princess",1,0,39673,1720,0.0848808103200906,"high"
"pro-file",1,0,39673,1720,0.0848808103200906,"high"
"processor",1,0,39673,1720,0.0848808103200906,"high"
"procoagulant",1,0,39673,1720,0.0848808103200906,"high"
"producer",1,0,39673,1720,0.0848808103200906,"high"
"profession",1,0,39673,1720,0.0848808103200906,"high"
"professionalism",1,0,39673,1720,0.0848808103200906,"high"
"proficiency",1,0,39673,1720,0.0848808103200906,"high"
"progesterone",1,0,39673,1720,0.0848808103200906,"high"
"prolactin",1,0,39673,1720,0.0848808103200906,"high"
"promenade",1,0,39673,1720,0.0848808103200906,"high"
"prompting",1,0,39673,1720,0.0848808103200906,"high"
"property-insurance",1,0,39673,1720,0.0848808103200906,"high"
"prospect",1,0,39673,1720,0.0848808103200906,"high"
"prosperity",1,0,39673,1720,0.0848808103200906,"high"
"prostaglandin",1,0,39673,1720,0.0848808103200906,"high"
"provider",1,0,39673,1720,0.0848808103200906,"high"
"pseudomelanosis",1,0,39673,1720,0.0848808103200906,"high"
"pterygote",1,0,39673,1720,0.0848808103200906,"high"
"publicity",1,0,39673,1720,0.0848808103200906,"high"
"pull-out",1,0,39673,1720,0.0848808103200906,"high"
"pulpit",1,0,39673,1720,0.0848808103200906,"high"
"punch",1,0,39673,1720,0.0848808103200906,"high"
"punk",1,0,39673,1720,0.0848808103200906,"high"
"pyrenee",1,0,39673,1720,0.0848808103200906,"high"
"pyy",1,0,39673,1720,0.0848808103200906,"high"
"q",1,0,39673,1720,0.0848808103200906,"high"
"q-factor",1,0,39673,1720,0.0848808103200906,"high"
"quadrant",1,0,39673,1720,0.0848808103200906,"high"
"quartet",1,0,39673,1720,0.0848808103200906,"high"
"quasi-rent",1,0,39673,1720,0.0848808103200906,"high"
"quaver",1,0,39673,1720,0.0848808103200906,"high"
"quota",1,0,39673,1720,0.0848808103200906,"high"
"racing",1,0,39673,1720,0.0848808103200906,"high"
"radiator",1,0,39673,1720,0.0848808103200906,"high"
"radium",1,0,39673,1720,0.0848808103200906,"high"
"rafter",1,0,39673,1720,0.0848808103200906,"high"
"rainfull",1,0,39673,1720,0.0848808103200906,"high"
"rampart",1,0,39673,1720,0.0848808103200906,"high"
"rato",1,0,39673,1720,0.0848808103200906,"high"
"rd",1,0,39673,1720,0.0848808103200906,"high"
"re",1,0,39673,1720,0.0848808103200906,"high"
"re-homing",1,0,39673,1720,0.0848808103200906,"high"
"re-sale",1,0,39673,1720,0.0848808103200906,"high"
"readiness",1,0,39673,1720,0.0848808103200906,"high"
"readmission",1,0,39673,1720,0.0848808103200906,"high"
"realisation",1,0,39673,1720,0.0848808103200906,"high"
"realization",1,0,39673,1720,0.0848808103200906,"high"
"reason",1,0,39673,1720,0.0848808103200906,"high"
"reburial",1,0,39673,1720,0.0848808103200906,"high"
"reception",1,0,39673,1720,0.0848808103200906,"high"
"recession-related",1,0,39673,1720,0.0848808103200906,"high"
"recognition",1,0,39673,1720,0.0848808103200906,"high"
"record",1,0,39673,1720,0.0848808103200906,"high"
"recovery",1,0,39673,1720,0.0848808103200906,"high"
"ree",1,0,39673,1720,0.0848808103200906,"high"
"reflectivity",1,0,39673,1720,0.0848808103200906,"high"
"reflux",1,0,39673,1720,0.0848808103200906,"high"
"regency",1,0,39673,1720,0.0848808103200906,"high"
"regime",1,0,39673,1720,0.0848808103200906,"high"
"reject",1,0,39673,1720,0.0848808103200906,"high"
"relapse",1,0,39673,1720,0.0848808103200906,"high"
"release",1,0,39673,1720,0.0848808103200906,"high"
"reliance",1,0,39673,1720,0.0848808103200906,"high"
"reluctance",1,0,39673,1720,0.0848808103200906,"high"
"remittance",1,0,39673,1720,0.0848808103200906,"high"
"renin",1,0,39673,1720,0.0848808103200906,"high"
"renovation",1,0,39673,1720,0.0848808103200906,"high"
"rep",1,0,39673,1720,0.0848808103200906,"high"
"repair",1,0,39673,1720,0.0848808103200906,"high"
"repeat",1,0,39673,1720,0.0848808103200906,"high"
"reproducibility",1,0,39673,1720,0.0848808103200906,"high"
"reservation",1,0,39673,1720,0.0848808103200906,"high"
"reservoir",1,0,39673,1720,0.0848808103200906,"high"
"residual",1,0,39673,1720,0.0848808103200906,"high"
"resilience",1,0,39673,1720,0.0848808103200906,"high"
"resolve",1,0,39673,1720,0.0848808103200906,"high"
"resource",1,0,39673,1720,0.0848808103200906,"high"
"resting",1,0,39673,1720,0.0848808103200906,"high"
"retention",1,0,39673,1720,0.0848808103200906,"high"
"reticulocytosis",1,0,39673,1720,0.0848808103200906,"high"
"revelation",1,0,39673,1720,0.0848808103200906,"high"
"reversion",1,0,39673,1720,0.0848808103200906,"high"
"reving",1,0,39673,1720,0.0848808103200906,"high"
"righteousness",1,0,39673,1720,0.0848808103200906,"high"
"rinnin",1,0,39673,1720,0.0848808103200906,"high"
"rinsability",1,0,39673,1720,0.0848808103200906,"high"
"ritualist",1,0,39673,1720,0.0848808103200906,"high"
"roadside",1,0,39673,1720,0.0848808103200906,"high"
"roman",1,0,39673,1720,0.0848808103200906,"high"
"rooftop",1,0,39673,1720,0.0848808103200906,"high"
"routing",1,0,39673,1720,0.0848808103200906,"high"
"rpm",1,0,39673,1720,0.0848808103200906,"high"
"rubbish",1,0,39673,1720,0.0848808103200906,"high"
"ruler",1,0,39673,1720,0.0848808103200906,"high"
"run",1,0,39673,1720,0.0848808103200906,"high"
"run-scorer",1,0,39673,1720,0.0848808103200906,"high"
"runner",1,0,39673,1720,0.0848808103200906,"high"
"rusting",1,0,39673,1720,0.0848808103200906,"high"
"saddle",1,0,39673,1720,0.0848808103200906,"high"
"saddle-roof",1,0,39673,1720,0.0848808103200906,"high"
"salary/high",1,0,39673,1720,0.0848808103200906,"high"
"salbutamol",1,0,39673,1720,0.0848808103200906,"high"
"sales-turnover",1,0,39673,1720,0.0848808103200906,"high"
"sample",1,0,39673,1720,0.0848808103200906,"high"
"sampling",1,0,39673,1720,0.0848808103200906,"high"
"sanctimony",1,0,39673,1720,0.0848808103200906,"high"
"sanctity",1,0,39673,1720,0.0848808103200906,"high"
"saturation",1,0,39673,1720,0.0848808103200906,"high"
"saying",1,0,39673,1720,0.0848808103200906,"high"
"scaffolding",1,0,39673,1720,0.0848808103200906,"high"
"scandinavian",1,0,39673,1720,0.0848808103200906,"high"
"scawdel",1,0,39673,1720,0.0848808103200906,"high"
"scfa",1,0,39673,1720,0.0848808103200906,"high"
"schedule",1,0,39673,1720,0.0848808103200906,"high"
"scholarship",1,0,39673,1720,0.0848808103200906,"high"
"schutzhund",1,0,39673,1720,0.0848808103200906,"high"
"screaming",1,0,39673,1720,0.0848808103200906,"high"
"sea-level",1,0,39673,1720,0.0848808103200906,"high"
"seal",1,0,39673,1720,0.0848808103200906,"high"
"search",1,0,39673,1720,0.0848808103200906,"high"
"searching",1,0,39673,1720,0.0848808103200906,"high"
"seat-load",1,0,39673,1720,0.0848808103200906,"high"
"sediment",1,0,39673,1720,0.0848808103200906,"high"
"sedimentation",1,0,39673,1720,0.0848808103200906,"high"
"self-employment",1,0,39673,1720,0.0848808103200906,"high"
"self-image",1,0,39673,1720,0.0848808103200906,"high"
"self-realisation",1,0,39673,1720,0.0848808103200906,"high"
"self-regard",1,0,39673,1720,0.0848808103200906,"high"
"sell",1,0,39673,1720,0.0848808103200906,"high"
"sell-in",1,0,39673,1720,0.0848808103200906,"high"
"sentiment",1,0,39673,1720,0.0848808103200906,"high"
"serac-edged",1,0,39673,1720,0.0848808103200906,"high"
"seroconversion",1,0,39673,1720,0.0848808103200906,"high"
"seropositivity",1,0,39673,1720,0.0848808103200906,"high"
"setting-up",1,0,39673,1720,0.0848808103200906,"high"
"severity",1,0,39673,1720,0.0848808103200906,"high"
"sex",1,0,39673,1720,0.0848808103200906,"high"
"shadows",1,0,39673,1720,0.0848808103200906,"high"
"shaking",1,0,39673,1720,0.0848808103200906,"high"
"sharpness",1,0,39673,1720,0.0848808103200906,"high"
"sheep",1,0,39673,1720,0.0848808103200906,"high"
"sheet",1,0,39673,1720,0.0848808103200906,"high"
"sheltering",1,0,39673,1720,0.0848808103200906,"high"
"sherrif",1,0,39673,1720,0.0848808103200906,"high"
"shifting",1,0,39673,1720,0.0848808103200906,"high"
"shingle",1,0,39673,1720,0.0848808103200906,"high"
"shipment",1,0,39673,1720,0.0848808103200906,"high"
"shock",1,0,39673,1720,0.0848808103200906,"high"
"shore",1,0,39673,1720,0.0848808103200906,"high"
"shrinkage",1,0,39673,1720,0.0848808103200906,"high"
"sickness",1,0,39673,1720,0.0848808103200906,"high"
"side-window",1,0,39673,1720,0.0848808103200906,"high"
"sign",1,0,39673,1720,0.0848808103200906,"high"
"signalling",1,0,39673,1720,0.0848808103200906,"high"
"silica",1,0,39673,1720,0.0848808103200906,"high"
"silicon",1,0,39673,1720,0.0848808103200906,"high"
"siltation",1,0,39673,1720,0.0848808103200906,"high"
"sing-song",1,0,39673,1720,0.0848808103200906,"high"
"singing",1,0,39673,1720,0.0848808103200906,"high"
"single",1,0,39673,1720,0.0848808103200906,"high"
"sitting",1,0,39673,1720,0.0848808103200906,"high"
"six-iron",1,0,39673,1720,0.0848808103200906,"high"
"skin-absorption",1,0,39673,1720,0.0848808103200906,"high"
"slate",1,0,39673,1720,0.0848808103200906,"high"
"slaughtering",1,0,39673,1720,0.0848808103200906,"high"
"slide",1,0,39673,1720,0.0848808103200906,"high"
"slug",1,0,39673,1720,0.0848808103200906,"high"
"smash",1,0,39673,1720,0.0848808103200906,"high"
"snowfall",1,0,39673,1720,0.0848808103200906,"high"
"sociability",1,0,39673,1720,0.0848808103200906,"high"
"socket",1,0,39673,1720,0.0848808103200906,"high"
"softening",1,0,39673,1720,0.0848808103200906,"high"
"solid",1,0,39673,1720,0.0848808103200906,"high"
"solute",1,0,39673,1720,0.0848808103200906,"high"
"solver",1,0,39673,1720,0.0848808103200906,"high"
"sowing",1,0,39673,1720,0.0848808103200906,"high"
"spec",1,0,39673,1720,0.0848808103200906,"high"
"species-richness",1,0,39673,1720,0.0848808103200906,"high"
"specmark",1,0,39673,1720,0.0848808103200906,"high"
"speed/low",1,0,39673,1720,0.0848808103200906,"high"
"speeding",1,0,39673,1720,0.0848808103200906,"high"
"sperm",1,0,39673,1720,0.0848808103200906,"high"
"spoon",1,0,39673,1720,0.0848808103200906,"high"
"sport",1,0,39673,1720,0.0848808103200906,"high"
"sporting",1,0,39673,1720,0.0848808103200906,"high"
"spray",1,0,39673,1720,0.0848808103200906,"high"
"spur",1,0,39673,1720,0.0848808103200906,"high"
"squad",1,0,39673,1720,0.0848808103200906,"high"
"squadron",1,0,39673,1720,0.0848808103200906,"high"
"square",1,0,39673,1720,0.0848808103200906,"high"
"squeal",1,0,39673,1720,0.0848808103200906,"high"
"st.",1,0,39673,1720,0.0848808103200906,"high"
"stable",1,0,39673,1720,0.0848808103200906,"high"
"staging",1,0,39673,1720,0.0848808103200906,"high"
"stairs",1,0,39673,1720,0.0848808103200906,"high"
"stairwell",1,0,39673,1720,0.0848808103200906,"high"
"stall",1,0,39673,1720,0.0848808103200906,"high"
"stamp",1,0,39673,1720,0.0848808103200906,"high"
"star",1,0,39673,1720,0.0848808103200906,"high"
"starch",1,0,39673,1720,0.0848808103200906,"high"
"stature",1,0,39673,1720,0.0848808103200906,"high"
"status-level",1,0,39673,1720,0.0848808103200906,"high"
"steep-pitched",1,0,39673,1720,0.0848808103200906,"high"
"step-up",1,0,39673,1720,0.0848808103200906,"high"
"stepper",1,0,39673,1720,0.0848808103200906,"high"
"sterling",1,0,39673,1720,0.0848808103200906,"high"
"stern",1,0,39673,1720,0.0848808103200906,"high"
"stimulation",1,0,39673,1720,0.0848808103200906,"high"
"stitch",1,0,39673,1720,0.0848808103200906,"high"
"stock",1,0,39673,1720,0.0848808103200906,"high"
"stock-market",1,0,39673,1720,0.0848808103200906,"high"
"stoop",1,0,39673,1720,0.0848808103200906,"high"
"store",1,0,39673,1720,0.0848808103200906,"high"
"storm",1,0,39673,1720,0.0848808103200906,"high"
"stream",1,0,39673,1720,0.0848808103200906,"high"
"strengh–weight",1,0,39673,1720,0.0848808103200906,"high"
"stress-count",1,0,39673,1720,0.0848808103200906,"high"
"strid",1,0,39673,1720,0.0848808103200906,"high"
"striding",1,0,39673,1720,0.0848808103200906,"high"
"string",1,0,39673,1720,0.0848808103200906,"high"
"stud",1,0,39673,1720,0.0848808103200906,"high"
"study",1,0,39673,1720,0.0848808103200906,"high"
"stump",1,0,39673,1720,0.0848808103200906,"high"
"stylist",1,0,39673,1720,0.0848808103200906,"high"
"subcontract",1,0,39673,1720,0.0848808103200906,"high"
"subjectivity",1,0,39673,1720,0.0848808103200906,"high"
"substitution",1,0,39673,1720,0.0848808103200906,"high"
"sucrose",1,0,39673,1720,0.0848808103200906,"high"
"sucrose/hexose",1,0,39673,1720,0.0848808103200906,"high"
"suede",1,0,39673,1720,0.0848808103200906,"high"
"sugar-acid",1,0,39673,1720,0.0848808103200906,"high"
"summertime",1,0,39673,1720,0.0848808103200906,"high"
"supersaturation",1,0,39673,1720,0.0848808103200906,"high"
"superstructure",1,0,39673,1720,0.0848808103200906,"high"
"supplement",1,0,39673,1720,0.0848808103200906,"high"
"surface-charge",1,0,39673,1720,0.0848808103200906,"high"
"surge",1,0,39673,1720,0.0848808103200906,"high"
"survivor",1,0,39673,1720,0.0848808103200906,"high"
"suspicion",1,0,39673,1720,0.0848808103200906,"high"
"swaying",1,0,39673,1720,0.0848808103200906,"high"
"swing",1,0,39673,1720,0.0848808103200906,"high"
"switch-on",1,0,39673,1720,0.0848808103200906,"high"
"symbolism",1,0,39673,1720,0.0848808103200906,"high"
"symptom",1,0,39673,1720,0.0848808103200906,"high"
"syrian-egyptian",1,0,39673,1720,0.0848808103200906,"high"
"tachymetabolism",1,0,39673,1720,0.0848808103200906,"high"
"tack",1,0,39673,1720,0.0848808103200906,"high"
"tackling",1,0,39673,1720,0.0848808103200906,"high"
"tail",1,0,39673,1720,0.0848808103200906,"high"
"talent",1,0,39673,1720,0.0848808103200906,"high"
"talk",1,0,39673,1720,0.0848808103200906,"high"
"tang",1,0,39673,1720,0.0848808103200906,"high"
"tank",1,0,39673,1720,0.0848808103200906,"high"
"tannin",1,0,39673,1720,0.0848808103200906,"high"
"taper",1,0,39673,1720,0.0848808103200906,"high"
"taste",1,0,39673,1720,0.0848808103200906,"high"
"taxa",1,0,39673,1720,0.0848808103200906,"high"
"taxon",1,0,39673,1720,0.0848808103200906,"high"
"teacher-",1,0,39673,1720,0.0848808103200906,"high"
"tech/high",1,0,39673,1720,0.0848808103200906,"high"
"teen",1,0,39673,1720,0.0848808103200906,"high"
"telephone",1,0,39673,1720,0.0848808103200906,"high"
"temperatue",1,0,39673,1720,0.0848808103200906,"high"
"temperature/high",1,0,39673,1720,0.0848808103200906,"high"
"temperature/oven",1,0,39673,1720,0.0848808103200906,"high"
"temple",1,0,39673,1720,0.0848808103200906,"high"
"tempo",1,0,39673,1720,0.0848808103200906,"high"
"temptation",1,0,39673,1720,0.0848808103200906,"high"
"tendency",1,0,39673,1720,0.0848808103200906,"high"
"termination",1,0,39673,1720,0.0848808103200906,"high"
"tessitura",1,0,39673,1720,0.0848808103200906,"high"
"testimonial",1,0,39673,1720,0.0848808103200906,"high"
"thanks",1,0,39673,1720,0.0848808103200906,"high"
"theme",1,0,39673,1720,0.0848808103200906,"high"
"theology",1,0,39673,1720,0.0848808103200906,"high"
"third-world",1,0,39673,1720,0.0848808103200906,"high"
"thorn",1,0,39673,1720,0.0848808103200906,"high"
"threat",1,0,39673,1720,0.0848808103200906,"high"
"three-panel",1,0,39673,1720,0.0848808103200906,"high"
"tinting",1,0,39673,1720,0.0848808103200906,"high"
"tip",1,0,39673,1720,0.0848808103200906,"high"
"top-knot",1,0,39673,1720,0.0848808103200906,"high"
"top-rate",1,0,39673,1720,0.0848808103200906,"high"
"topside",1,0,39673,1720,0.0848808103200906,"high"
"touch",1,0,39673,1720,0.0848808103200906,"high"
"touchdown",1,0,39673,1720,0.0848808103200906,"high"
"toughness",1,0,39673,1720,0.0848808103200906,"high"
"tow",1,0,39673,1720,0.0848808103200906,"high"
"toxicity",1,0,39673,1720,0.0848808103200906,"high"
"tpc-a",1,0,39673,1720,0.0848808103200906,"high"
"track",1,0,39673,1720,0.0848808103200906,"high"
"tractability",1,0,39673,1720,0.0848808103200906,"high"
"tractor",1,0,39673,1720,0.0848808103200906,"high"
"trading",1,0,39673,1720,0.0848808103200906,"high"
"tragedy",1,0,39673,1720,0.0848808103200906,"high"
"trail",1,0,39673,1720,0.0848808103200906,"high"
"transformation",1,0,39673,1720,0.0848808103200906,"high"
"transmission",1,0,39673,1720,0.0848808103200906,"high"
"transmissivity",1,0,39673,1720,0.0848808103200906,"high"
"transmittance",1,0,39673,1720,0.0848808103200906,"high"
"transmitttance",1,0,39673,1720,0.0848808103200906,"high"
"transpiration",1,0,39673,1720,0.0848808103200906,"high"
"transportation",1,0,39673,1720,0.0848808103200906,"high"
"treason.l–",1,0,39673,1720,0.0848808103200906,"high"
"treble",1,0,39673,1720,0.0848808103200906,"high"
"tregerthen",1,0,39673,1720,0.0848808103200906,"high"
"trickle",1,0,39673,1720,0.0848808103200906,"high"
"triglyceride",1,0,39673,1720,0.0848808103200906,"high"
"trill",1,0,39673,1720,0.0848808103200906,"high"
"try-scorer",1,0,39673,1720,0.0848808103200906,"high"
"tryfan",1,0,39673,1720,0.0848808103200906,"high"
"tube",1,0,39673,1720,0.0848808103200906,"high"
"tunnel",1,0,39673,1720,0.0848808103200906,"high"
"turbidity",1,0,39673,1720,0.0848808103200906,"high"
"turgor",1,0,39673,1720,0.0848808103200906,"high"
"turret",1,0,39673,1720,0.0848808103200906,"high"
"tush",1,0,39673,1720,0.0848808103200906,"high"
"tvi",1,0,39673,1720,0.0848808103200906,"high"
"two-storey",1,0,39673,1720,0.0848808103200906,"high"
"understanding",1,0,39673,1720,0.0848808103200906,"high"
"underwriting",1,0,39673,1720,0.0848808103200906,"high"
"universality",1,0,39673,1720,0.0848808103200906,"high"
"up",1,0,39673,1720,0.0848808103200906,"high"
"upgrade",1,0,39673,1720,0.0848808103200906,"high"
"uranium",1,0,39673,1720,0.0848808103200906,"high"
"urgency",1,0,39673,1720,0.0848808103200906,"high"
"urinary",1,0,39673,1720,0.0848808103200906,"high"
"uva",1,0,39673,1720,0.0848808103200906,"high"
"vaccine",1,0,39673,1720,0.0848808103200906,"high"
"valency",1,0,39673,1720,0.0848808103200906,"high"
"validation",1,0,39673,1720,0.0848808103200906,"high"
"valleyfield",1,0,39673,1720,0.0848808103200906,"high"
"value/low",1,0,39673,1720,0.0848808103200906,"high"
"variance",1,0,39673,1720,0.0848808103200906,"high"
"vegetable",1,0,39673,1720,0.0848808103200906,"high"
"veld",1,0,39673,1720,0.0848808103200906,"high"
"velvet",1,0,39673,1720,0.0848808103200906,"high"
"verification",1,0,39673,1720,0.0848808103200906,"high"
"verisimilitude",1,0,39673,1720,0.0848808103200906,"high"
"vestibule",1,0,39673,1720,0.0848808103200906,"high"
"victorianism",1,0,39673,1720,0.0848808103200906,"high"
"vineyard",1,0,39673,1720,0.0848808103200906,"high"
"viola",1,0,39673,1720,0.0848808103200906,"high"
"violin",1,0,39673,1720,0.0848808103200906,"high"
"vision",1,0,39673,1720,0.0848808103200906,"high"
"vista",1,0,39673,1720,0.0848808103200906,"high"
"vms",1,0,39673,1720,0.0848808103200906,"high"
"void",1,0,39673,1720,0.0848808103200906,"high"
"voiding",1,0,39673,1720,0.0848808103200906,"high"
"vorticity",1,0,39673,1720,0.0848808103200906,"high"
"votes-per-seat",1,0,39673,1720,0.0848808103200906,"high"
"vulgarity",1,0,39673,1720,0.0848808103200906,"high"
"w",1,0,39673,1720,0.0848808103200906,"high"
"wader",1,0,39673,1720,0.0848808103200906,"high"
"wail",1,0,39673,1720,0.0848808103200906,"high"
"wailing",1,0,39673,1720,0.0848808103200906,"high"
"waist-line",1,0,39673,1720,0.0848808103200906,"high"
"walk",1,0,39673,1720,0.0848808103200906,"high"
"wall-bed",1,0,39673,1720,0.0848808103200906,"high"
"wall-mounted",1,0,39673,1720,0.0848808103200906,"high"
"war",1,0,39673,1720,0.0848808103200906,"high"
"warmth-thickness",1,0,39673,1720,0.0848808103200906,"high"
"water-level",1,0,39673,1720,0.0848808103200906,"high"
"water-retaining",1,0,39673,1720,0.0848808103200906,"high"
"watershed",1,0,39673,1720,0.0848808103200906,"high"
"wattle",1,0,39673,1720,0.0848808103200906,"high"
"weapon",1,0,39673,1720,0.0848808103200906,"high"
"wear",1,0,39673,1720,0.0848808103200906,"high"
"weather",1,0,39673,1720,0.0848808103200906,"high"
"weight-to-length",1,0,39673,1720,0.0848808103200906,"high"
"wharf",1,0,39673,1720,0.0848808103200906,"high"
"wheel-platform",1,0,39673,1720,0.0848808103200906,"high"
"whey",1,0,39673,1720,0.0848808103200906,"high"
"whinny",1,0,39673,1720,0.0848808103200906,"high"
"whistle",1,0,39673,1720,0.0848808103200906,"high"
"whizzing",1,0,39673,1720,0.0848808103200906,"high"
"wicket-taker",1,0,39673,1720,0.0848808103200906,"high"
"wildlife",1,0,39673,1720,0.0848808103200906,"high"
"will",1,0,39673,1720,0.0848808103200906,"high"
"willingness",1,0,39673,1720,0.0848808103200906,"high"
"wing",1,0,39673,1720,0.0848808103200906,"high"
"wing-braced",1,0,39673,1720,0.0848808103200906,"high"
"wing-loading",1,0,39673,1720,0.0848808103200906,"high"
"wisdom",1,0,39673,1720,0.0848808103200906,"high"
"withholding",1,0,39673,1720,0.0848808103200906,"high"
"wolfcraft",1,0,39673,1720,0.0848808103200906,"high"
"work-load",1,0,39673,1720,0.0848808103200906,"high"
"worker",1,0,39673,1720,0.0848808103200906,"high"
"working",1,0,39673,1720,0.0848808103200906,"high"
"worsall",1,0,39673,1720,0.0848808103200906,"high"
"worthiness",1,0,39673,1720,0.0848808103200906,"high"
"wound",1,0,39673,1720,0.0848808103200906,"high"
"wrinkle",1,0,39673,1720,0.0848808103200906,"high"
"wycome",1,0,39673,1720,0.0848808103200906,"high"
"yaller",1,0,39673,1720,0.0848808103200906,"high"
"yb",1,0,39673,1720,0.0848808103200906,"high"
"year",1,0,39673,1720,0.0848808103200906,"high"
"yew",1,0,39673,1720,0.0848808103200906,"high"
"z-score",1,0,39673,1720,0.0848808103200906,"high"
"zinc",1,0,39673,1720,0.0848808103200906,"high"
"£36.50",1,0,39673,1720,0.0848808103200906,"high"
"–A",1,0,39673,1720,0.0848808103200906,"high"
"reputation",51,1,39623,1719,0.808177099471597,"high"
"accolade",9,0,39665,1720,0.764002713344316,"high"
"allocation",9,0,39665,1720,0.764002713344316,"high"
"aspiration",9,0,39665,1720,0.764002713344316,"high"
"background",9,0,39665,1720,0.764002713344316,"high"
"base",9,0,39665,1720,0.764002713344316,"high"
"brook",9,0,39665,1720,0.764002713344316,"high"
"cheek",9,0,39665,1720,0.764002713344316,"high"
"consciousness",9,0,39665,1720,0.764002713344316,"high"
"course",9,0,39665,1720,0.764002713344316,"high"
"dudgeon",9,0,39665,1720,0.764002713344316,"high"
"executive",9,0,39665,1720,0.764002713344316,"high"
"hurdle",9,0,39665,1720,0.764002713344316,"high"
"media",9,0,39665,1720,0.764002713344316,"high"
"median",9,0,39665,1720,0.764002713344316,"high"
"memory",9,0,39665,1720,0.764002713344316,"high"
"payment",9,0,39665,1720,0.764002713344316,"high"
"plain",9,0,39665,1720,0.764002713344316,"high"
"platform",9,0,39665,1720,0.764002713344316,"high"
"propensity",9,0,39665,1720,0.764002713344316,"high"
"reading",9,0,39665,1720,0.764002713344316,"high"
"reliability",9,0,39665,1720,0.764002713344316,"high"
"seat",9,0,39665,1720,0.764002713344316,"high"
"survival",9,0,39665,1720,0.764002713344316,"high"
"transport",9,0,39665,1720,0.764002713344316,"high"
"use",9,0,39665,1720,0.764002713344316,"high"
