"Word","a","b","c","d","GStat","Frequency"
"tetrahedron",1,13,260060,98103709,4.73493674611186,"higher"
"tiebreaker",1,13,260060,98103709,4.73493674611186,"higher"
"tripling",1,13,260060,98103709,4.73493674611186,"higher"
"whinny",1,13,260060,98103709,4.73493674611186,"higher"
"crystallization",2,96,260059,98103626,4.72416947404516,"higher"
"lira",2,96,260059,98103626,4.72416947404516,"higher"
"scuffle",2,96,260059,98103626,4.72416947404516,"higher"
"tort",4,402,260057,98103320,4.69168145576302,"higher"
"consul",2,97,260059,98103625,4.68843674621503,"higher"
"sect",3,234,260058,98103488,4.67351039459264,"higher"
"choke",3,235,260058,98103487,4.65338097866323,"higher"
"fiftieth",2,98,260059,98103624,4.65312057668793,"higher"
"frigate",2,98,260059,98103624,4.65312057668793,"higher"
"generator",4,406,260057,98103316,4.63404116697984,"higher"
"ps",4,406,260057,98103316,4.63404116697984,"higher"
"commando",2,99,260059,98103623,4.6182125479154,"higher"
"dungeon",2,99,260059,98103623,4.6182125479154,"higher"
"gauze",2,99,260059,98103623,4.6182125479154,"higher"
"ballgown",1,14,260060,98103708,4.59725261617433,"higher"
"bedfellow",1,14,260060,98103708,4.59725261617433,"higher"
"cesspool",1,14,260060,98103708,4.59725261617433,"higher"
"co-worker",1,14,260060,98103708,4.59725261617433,"higher"
"counterexample",1,14,260060,98103708,4.59725261617433,"higher"
"crump",1,14,260060,98103708,4.59725261617433,"higher"
"cuckold",1,14,260060,98103708,4.59725261617433,"higher"
"cwt",1,14,260060,98103708,4.59725261617433,"higher"
"debunking",1,14,260060,98103708,4.59725261617433,"higher"
"gratin",1,14,260060,98103708,4.59725261617433,"higher"
"great-great-grandfather",1,14,260060,98103708,4.59725261617433,"higher"
"guzzle",1,14,260060,98103708,4.59725261617433,"higher"
"hagiography",1,14,260060,98103708,4.59725261617433,"higher"
"knowingness",1,14,260060,98103708,4.59725261617433,"higher"
"layback",1,14,260060,98103708,4.59725261617433,"higher"
"lockout",1,14,260060,98103708,4.59725261617433,"higher"
"logger",1,14,260060,98103708,4.59725261617433,"higher"
"marshmallow",1,14,260060,98103708,4.59725261617433,"higher"
"millwright",1,14,260060,98103708,4.59725261617433,"higher"
"mind-set",1,14,260060,98103708,4.59725261617433,"higher"
"mis-match",1,14,260060,98103708,4.59725261617433,"higher"
"naevus",1,14,260060,98103708,4.59725261617433,"higher"
"non-event",1,14,260060,98103708,4.59725261617433,"higher"
"non-recognition",1,14,260060,98103708,4.59725261617433,"higher"
"pannier",1,14,260060,98103708,4.59725261617433,"higher"
"percolation",1,14,260060,98103708,4.59725261617433,"higher"
"pilau",1,14,260060,98103708,4.59725261617433,"higher"
"prance",1,14,260060,98103708,4.59725261617433,"higher"
"prance",1,14,260060,98103708,4.59725261617433,"higher"
"rill",1,14,260060,98103708,4.59725261617433,"higher"
"roulade",1,14,260060,98103708,4.59725261617433,"higher"
"smasher",1,14,260060,98103708,4.59725261617433,"higher"
"spindrift",1,14,260060,98103708,4.59725261617433,"higher"
"sub-king",1,14,260060,98103708,4.59725261617433,"higher"
"thunderclap",1,14,260060,98103708,4.59725261617433,"higher"
"tribune",1,14,260060,98103708,4.59725261617433,"higher"
"wordprocessor",1,14,260060,98103708,4.59725261617433,"higher"
"fortress",4,409,260057,98103313,4.59131642221619,"higher"
"%",5,603,260056,98103119,4.58175267261696,"higher"
"politician",7,1037,260054,98102685,4.56625579736695,"higher"
"settling",6,815,260055,98102907,4.56020401295862,"higher"
"reptile",2,101,260059,98103621,4.54958887412592,"higher"
"scrabbling",2,101,260059,98103621,4.54958887412592,"higher"
"yellowing",2,101,260059,98103621,4.54958887412592,"higher"
"mapping",5,606,260056,98103116,4.54821287092372,"higher"
"superintendent",4,413,260057,98103309,4.53501209548777,"higher"
"geometry",4,414,260057,98103308,4.52105270810492,"higher"
"casket",2,102,260059,98103620,4.51585764842636,"higher"
"knuckle",2,102,260059,98103620,4.51585764842636,"higher"
"craftsman",3,242,260058,98103480,4.51542919255868,"higher"
"sting",4,415,260057,98103307,4.5071395935863,"higher"
"sound",48,13107,260013,98090615,4.50113695872432,"higher"
"moderation",3,243,260058,98103479,4.49613337895231,"higher"
"foot",28,6871,260033,98096851,4.49505999572937,"higher"
"pose",7,1046,260054,98102676,4.49333230319994,"higher"
"shell",9,1523,260052,98102199,4.48828667769398,"higher"
"patter",2,103,260059,98103619,4.48250351457909,"higher"
"bareback",1,15,260060,98103707,4.46911503674128,"higher"
"beanpole",1,15,260060,98103707,4.46911503674128,"higher"
"cheapening",1,15,260060,98103707,4.46911503674128,"higher"
"chillim",1,15,260060,98103707,4.46911503674128,"higher"
"dai",1,15,260060,98103707,4.46911503674128,"higher"
"databank",1,15,260060,98103707,4.46911503674128,"higher"
"databank",1,15,260060,98103707,4.46911503674128,"higher"
"fly-past",1,15,260060,98103707,4.46911503674128,"higher"
"globule",1,15,260060,98103707,4.46911503674128,"higher"
"hiker",1,15,260060,98103707,4.46911503674128,"higher"
"lance-corporal",1,15,260060,98103707,4.46911503674128,"higher"
"maiming",1,15,260060,98103707,4.46911503674128,"higher"
"malingering",1,15,260060,98103707,4.46911503674128,"higher"
"melding",1,15,260060,98103707,4.46911503674128,"higher"
"meshing",1,15,260060,98103707,4.46911503674128,"higher"
"misallocation",1,15,260060,98103707,4.46911503674128,"higher"
"n'pani",1,15,260060,98103707,4.46911503674128,"higher"
"panegyric",1,15,260060,98103707,4.46911503674128,"higher"
"protégée",1,15,260060,98103707,4.46911503674128,"higher"
"quarter-inch",1,15,260060,98103707,4.46911503674128,"higher"
"reshuffling",1,15,260060,98103707,4.46911503674128,"higher"
"schoolmate",1,15,260060,98103707,4.46911503674128,"higher"
"scrunch",1,15,260060,98103707,4.46911503674128,"higher"
"treadle",1,15,260060,98103707,4.46911503674128,"higher"
"wash-house",1,15,260060,98103707,4.46911503674128,"higher"
"weltanschauung",1,15,260060,98103707,4.46911503674128,"higher"
"spear",3,245,260058,98103477,4.45784200936945,"higher"
"legitimation",2,104,260059,98103618,4.4495192547419,"higher"
"time-scale",2,104,260059,98103618,4.4495192547419,"higher"
"giggle",3,246,260058,98103476,4.43884487462019,"higher"
"fixture",4,420,260057,98103302,4.43825950089316,"higher"
"statute",9,1533,260052,98102189,4.42377719762822,"higher"
"stake",11,2040,260050,98101682,4.42162705972455,"higher"
"4mb",2,105,260059,98103617,4.4168978126121,"higher"
"harmony",7,1056,260054,98102666,4.41351306219814,"higher"
"resultant",4,422,260057,98103300,4.411023455186,"higher"
"phantom",3,248,260058,98103474,4.40114367958138,"higher"
"topping",3,248,260058,98103474,4.40114367958138,"higher"
"night",113,34778,259948,98068944,4.36740865730383,"higher"
"fable",2,107,260059,98103615,4.35271652948737,"higher"
"quotation",5,624,260056,98103098,4.35199678308936,"higher"
"bowstring",1,16,260060,98103706,4.34932826818041,"higher"
"bray",1,16,260060,98103706,4.34932826818041,"higher"
"chump",1,16,260060,98103706,4.34932826818041,"higher"
"cross-fertilization",1,16,260060,98103706,4.34932826818041,"higher"
"diadem",1,16,260060,98103706,4.34932826818041,"higher"
"discontinuation",1,16,260060,98103706,4.34932826818041,"higher"
"down-payment",1,16,260060,98103706,4.34932826818041,"higher"
"downtime",1,16,260060,98103706,4.34932826818041,"higher"
"flexor",1,16,260060,98103706,4.34932826818041,"higher"
"follow-through",1,16,260060,98103706,4.34932826818041,"higher"
"hawker",1,16,260060,98103706,4.34932826818041,"higher"
"minimization",1,16,260060,98103706,4.34932826818041,"higher"
"moulder",1,16,260060,98103706,4.34932826818041,"higher"
"par-5",1,16,260060,98103706,4.34932826818041,"higher"
"penetrance",1,16,260060,98103706,4.34932826818041,"higher"
"peristyle",1,16,260060,98103706,4.34932826818041,"higher"
"pinprick",1,16,260060,98103706,4.34932826818041,"higher"
"protuberance",1,16,260060,98103706,4.34932826818041,"higher"
"pws",1,16,260060,98103706,4.34932826818041,"higher"
"pyrexia",1,16,260060,98103706,4.34932826818041,"higher"
"subvention",1,16,260060,98103706,4.34932826818041,"higher"
"trinket",1,16,260060,98103706,4.34932826818041,"higher"
"turnabout",1,16,260060,98103706,4.34932826818041,"higher"
"vizier",1,16,260060,98103706,4.34932826818041,"higher"
"reconnaissance",3,252,260058,98103470,4.32689188406571,"higher"
"capability",6,841,260055,98102881,4.32238175068504,"higher"
"clot",2,108,260059,98103614,4.3211435784531,"higher"
"dualism",2,108,260059,98103614,4.3211435784531,"higher"
"constraint",5,629,260056,98103093,4.29897806708699,"higher"
"purchase",19,4278,260042,98099444,4.27784103018685,"higher"
"stench",3,255,260058,98103467,4.27218610935379,"higher"
"mason",2,110,260059,98103612,4.25900172529708,"higher"
"testimonial",2,110,260059,98103612,4.25900172529708,"higher"
"substitution",5,634,260056,98103088,4.24658623393813,"higher"
"swallow",5,634,260056,98103088,4.24658623393813,"higher"
"bailie",1,17,260060,98103705,4.23690800730833,"higher"
"barracuda",1,17,260060,98103705,4.23690800730833,"higher"
"bathos",1,17,260060,98103705,4.23690800730833,"higher"
"cca",1,17,260060,98103705,4.23690800730833,"higher"
"chuntering",1,17,260060,98103705,4.23690800730833,"higher"
"clack",1,17,260060,98103705,4.23690800730833,"higher"
"corsage",1,17,260060,98103705,4.23690800730833,"higher"
"crinkle",1,17,260060,98103705,4.23690800730833,"higher"
"defilement",1,17,260060,98103705,4.23690800730833,"higher"
"ex-member",1,17,260060,98103705,4.23690800730833,"higher"
"festoon",1,17,260060,98103705,4.23690800730833,"higher"
"halftime",1,17,260060,98103705,4.23690800730833,"higher"
"handbill",1,17,260060,98103705,4.23690800730833,"higher"
"landing-stage",1,17,260060,98103705,4.23690800730833,"higher"
"militarization",1,17,260060,98103705,4.23690800730833,"higher"
"mimesis",1,17,260060,98103705,4.23690800730833,"higher"
"polyglot",1,17,260060,98103705,4.23690800730833,"higher"
"pursing",1,17,260060,98103705,4.23690800730833,"higher"
"relict",1,17,260060,98103705,4.23690800730833,"higher"
"retardant",1,17,260060,98103705,4.23690800730833,"higher"
"second-tier",1,17,260060,98103705,4.23690800730833,"higher"
"soakaway",1,17,260060,98103705,4.23690800730833,"higher"
"waveband",1,17,260060,98103705,4.23690800730833,"higher"
"sword",8,1320,260053,98102402,4.21380920706388,"higher"
"relapse",3,259,260058,98103463,4.20051863180195,"higher"
"buddy",2,112,260059,98103610,4.19815874150497,"higher"
"jab",2,112,260059,98103610,4.19815874150497,"higher"
"tunic",3,260,260058,98103462,4.1828245421201,"higher"
"caravan",6,857,260055,98102865,4.18173672898753,"higher"
"concert",9,1573,260052,98102149,4.17325688816616,"higher"
"dryness",2,114,260059,98103608,4.13856913108575,"higher"
"clearness",1,18,260060,98103704,4.13103436538111,"higher"
"deftness",1,18,260060,98103704,4.13103436538111,"higher"
"deliverer",1,18,260060,98103704,4.13103436538111,"higher"
"dentist",1,18,260060,98103704,4.13103436538111,"higher"
"disapplication",1,18,260060,98103704,4.13103436538111,"higher"
"masala",1,18,260060,98103704,4.13103436538111,"higher"
"miniaturist",1,18,260060,98103704,4.13103436538111,"higher"
"near-monopoly",1,18,260060,98103704,4.13103436538111,"higher"
"peephole",1,18,260060,98103704,4.13103436538111,"higher"
"phantasm",1,18,260060,98103704,4.13103436538111,"higher"
"ponce",1,18,260060,98103704,4.13103436538111,"higher"
"preserver",1,18,260060,98103704,4.13103436538111,"higher"
"retouching",1,18,260060,98103704,4.13103436538111,"higher"
"rom",1,18,260060,98103704,4.13103436538111,"higher"
"room-mate",1,18,260060,98103704,4.13103436538111,"higher"
"sty",1,18,260060,98103704,4.13103436538111,"higher"
"corridor",10,1836,260051,98101886,4.12192360779603,"higher"
"growth",45,12338,260016,98091384,4.11932113818079,"higher"
"gash",2,115,260059,98103607,4.10923072917838,"higher"
"tickle",2,115,260059,98103607,4.10923072917838,"higher"
"transgression",2,115,260059,98103607,4.10923072917838,"higher"
"compact",9,1585,260052,98102137,4.10038487260156,"higher"
"drip",3,265,260058,98103457,4.09565704743779,"higher"
"polymer",5,650,260056,98103072,4.08303257998137,"higher"
"cartel",3,266,260058,98103456,4.0784795729436,"higher"
"domain",9,1589,260052,98102133,4.07632297481209,"higher"
"matching",8,1341,260053,98102381,4.07321118770822,"higher"
"commitment",23,5519,260038,98098203,4.05871148790361,"higher"
"virtuoso",2,117,260059,98103605,4.05144071623942,"higher"
"balls-up",1,19,260060,98103703,4.03101729518796,"higher"
"blare",1,19,260060,98103703,4.03101729518796,"higher"
"bmi",1,19,260060,98103703,4.03101729518796,"higher"
"clachan",1,19,260060,98103703,4.03101729518796,"higher"
"collectivisation",1,19,260060,98103703,4.03101729518796,"higher"
"coloratura",1,19,260060,98103703,4.03101729518796,"higher"
"de-industrialisation",1,19,260060,98103703,4.03101729518796,"higher"
"deification",1,19,260060,98103703,4.03101729518796,"higher"
"forelock",1,19,260060,98103703,4.03101729518796,"higher"
"forgoing",1,19,260060,98103703,4.03101729518796,"higher"
"gourd",1,19,260060,98103703,4.03101729518796,"higher"
"rereading",1,19,260060,98103703,4.03101729518796,"higher"
"revitalization",1,19,260060,98103703,4.03101729518796,"higher"
"saute",1,19,260060,98103703,4.03101729518796,"higher"
"shepherdess",1,19,260060,98103703,4.03101729518796,"higher"
"sympathiser",1,19,260060,98103703,4.03101729518796,"higher"
"synchronicity",1,19,260060,98103703,4.03101729518796,"higher"
"typification",1,19,260060,98103703,4.03101729518796,"higher"
"whizz-kid",1,19,260060,98103703,4.03101729518796,"higher"
"downpour",2,118,260059,98103604,4.02297915531089,"higher"
"hoop",2,118,260059,98103604,4.02297915531089,"higher"
"tedium",2,118,260059,98103604,4.02297915531089,"higher"
"turnaround",2,118,260059,98103604,4.02297915531089,"higher"
"scrutiny",7,1108,260054,98102614,4.01804591750379,"higher"
"crossing",11,2118,260050,98101604,4.01129119064244,"higher"
"telegram",3,270,260058,98103452,4.01060200976429,"higher"
"transmitter",3,271,260058,98103451,3.9938376368646,"higher"
"couch",4,455,260057,98103267,3.98614442307744,"higher"
"spacing",3,272,260058,98103450,3.97715402478174,"higher"
"slogan",4,456,260057,98103266,3.97395265431505,"higher"
"playback",2,121,260059,98103601,3.93927080779222,"higher"
"redesign",2,121,260059,98103601,3.93927080779222,"higher"
"backplane",1,20,260060,98103702,3.93627028286477,"higher"
"chiaroscuro",1,20,260060,98103702,3.93627028286477,"higher"
"co-production",1,20,260060,98103702,3.93627028286477,"higher"
"confederate",1,20,260060,98103702,3.93627028286477,"higher"
"drool",1,20,260060,98103702,3.93627028286477,"higher"
"feint",1,20,260060,98103702,3.93627028286477,"higher"
"firming",1,20,260060,98103702,3.93627028286477,"higher"
"forewarning",1,20,260060,98103702,3.93627028286477,"higher"
"forty-year-old",1,20,260060,98103702,3.93627028286477,"higher"
"gentlewoman",1,20,260060,98103702,3.93627028286477,"higher"
"homologue",1,20,260060,98103702,3.93627028286477,"higher"
"monism",1,20,260060,98103702,3.93627028286477,"higher"
"pre-occupation",1,20,260060,98103702,3.93627028286477,"higher"
"re-introduction",1,20,260060,98103702,3.93627028286477,"higher"
"re-orientation",1,20,260060,98103702,3.93627028286477,"higher"
"reification",1,20,260060,98103702,3.93627028286477,"higher"
"rupturing",1,20,260060,98103702,3.93627028286477,"higher"
"scrapheap",1,20,260060,98103702,3.93627028286477,"higher"
"simultaneity",1,20,260060,98103702,3.93627028286477,"higher"
"sluggishness",1,20,260060,98103702,3.93627028286477,"higher"
"time-lag",1,20,260060,98103702,3.93627028286477,"higher"
"video-tape",1,20,260060,98103702,3.93627028286477,"higher"
"curbing",2,122,260059,98103600,3.91191155541969,"higher"
"deflation",2,122,260059,98103600,3.91191155541969,"higher"
"waning",2,122,260059,98103600,3.91191155541969,"higher"
"vessel",8,1370,260053,98102352,3.8854402159747,"higher"
"refill",2,123,260059,98103599,3.88481672237943,"higher"
"stanza",2,123,260059,98103599,3.88481672237943,"higher"
"protocol",5,671,260056,98103051,3.87745068033323,"higher"
"scowl",2,124,260059,98103598,3.85798201694731,"higher"
"purse",5,674,260056,98103048,3.84889000812275,"higher"
"carpenter",3,280,260058,98103442,3.84652498492329,"higher"
"b-tree",1,21,260060,98103701,3.84629090156674,"higher"
"booklist",1,21,260060,98103701,3.84629090156674,"higher"
"breastplate",1,21,260060,98103701,3.84629090156674,"higher"
"conjugation",1,21,260060,98103701,3.84629090156674,"higher"
"fib",1,21,260060,98103701,3.84629090156674,"higher"
"formalisation",1,21,260060,98103701,3.84629090156674,"higher"
"forme",1,21,260060,98103701,3.84629090156674,"higher"
"grandee",1,21,260060,98103701,3.84629090156674,"higher"
"landmine",1,21,260060,98103701,3.84629090156674,"higher"
"lifecycle",1,21,260060,98103701,3.84629090156674,"higher"
"mote",1,21,260060,98103701,3.84629090156674,"higher"
"pacification",1,21,260060,98103701,3.84629090156674,"higher"
"pap",1,21,260060,98103701,3.84629090156674,"higher"
"pinny",1,21,260060,98103701,3.84629090156674,"higher"
"poetess",1,21,260060,98103701,3.84629090156674,"higher"
"pollack",1,21,260060,98103701,3.84629090156674,"higher"
"rollover",1,21,260060,98103701,3.84629090156674,"higher"
"strobe",1,21,260060,98103701,3.84629090156674,"higher"
"tackler",1,21,260060,98103701,3.84629090156674,"higher"
"vice-minister",1,21,260060,98103701,3.84629090156674,"higher"
"mistress",6,898,260055,98102824,3.83994144340911,"higher"
"citadel",2,125,260059,98103597,3.83140337988826,"higher"
"regimen",2,125,260059,98103597,3.83140337988826,"higher"
"hymn",3,281,260058,98103441,3.83054286700926,"higher"
"blouse",4,469,260057,98103253,3.81887091128346,"higher"
"horizon",7,1138,260054,98102584,3.80402621623995,"higher"
"delicacy",3,284,260058,98103438,3.78304546609194,"higher"
"hampden",2,127,260059,98103595,3.778998039041,"higher"
"blackjack",1,22,260060,98103700,3.76064517643645,"higher"
"brunch",1,22,260060,98103700,3.76064517643645,"higher"
"brushwork",1,22,260060,98103700,3.76064517643645,"higher"
"castaway",1,22,260060,98103700,3.76064517643645,"higher"
"certitude",1,22,260060,98103700,3.76064517643645,"higher"
"co-director",1,22,260060,98103700,3.76064517643645,"higher"
"coffer",1,22,260060,98103700,3.76064517643645,"higher"
"concordat",1,22,260060,98103700,3.76064517643645,"higher"
"debutante",1,22,260060,98103700,3.76064517643645,"higher"
"doer",1,22,260060,98103700,3.76064517643645,"higher"
"fastness",1,22,260060,98103700,3.76064517643645,"higher"
"foundering",1,22,260060,98103700,3.76064517643645,"higher"
"malformation",1,22,260060,98103700,3.76064517643645,"higher"
"minaret",1,22,260060,98103700,3.76064517643645,"higher"
"noyon",1,22,260060,98103700,3.76064517643645,"higher"
"parallelogram",1,22,260060,98103700,3.76064517643645,"higher"
"prosody",1,22,260060,98103700,3.76064517643645,"higher"
"re-structuring",1,22,260060,98103700,3.76064517643645,"higher"
"rehearing",1,22,260060,98103700,3.76064517643645,"higher"
"rending",1,22,260060,98103700,3.76064517643645,"higher"
"retrofit",1,22,260060,98103700,3.76064517643645,"higher"
"sear",1,22,260060,98103700,3.76064517643645,"higher"
"toolbox",1,22,260060,98103700,3.76064517643645,"higher"
"wash-basin",1,22,260060,98103700,3.76064517643645,"higher"
"seal",7,1145,260054,98102577,3.75549881844881,"higher"
"buttress",2,128,260059,98103594,3.75316356535799,"higher"
"distancing",2,128,260059,98103594,3.75316356535799,"higher"
"resuscitation",2,128,260059,98103594,3.75316356535799,"higher"
"stealth",2,128,260059,98103594,3.75316356535799,"higher"
"motif",4,476,260057,98103246,3.73791185533416,"higher"
"guardian",11,2174,260050,98101548,3.73513330929266,"higher"
"stoppage",2,129,260059,98103593,3.72756948379919,"higher"
"polypeptide",2,130,260059,98103592,3.70221210969506,"higher"
"religion",16,3577,260045,98100145,3.69425362383381,"higher"
"termination",4,480,260057,98103242,3.69242318515854,"higher"
"pig",7,1156,260054,98102566,3.68028977544427,"higher"
"100km",1,23,260060,98103699,3.67895597764969,"higher"
"70pc",1,23,260060,98103699,3.67895597764969,"higher"
"berating",1,23,260060,98103699,3.67895597764969,"higher"
"brittleness",1,23,260060,98103699,3.67895597764969,"higher"
"clumping",1,23,260060,98103699,3.67895597764969,"higher"
"commodification",1,23,260060,98103699,3.67895597764969,"higher"
"delimitation",1,23,260060,98103699,3.67895597764969,"higher"
"disproportion",1,23,260060,98103699,3.67895597764969,"higher"
"glisten",1,23,260060,98103699,3.67895597764969,"higher"
"gratuity",1,23,260060,98103699,3.67895597764969,"higher"
"half-inch",1,23,260060,98103699,3.67895597764969,"higher"
"metamorphism",1,23,260060,98103699,3.67895597764969,"higher"
"presage",1,23,260060,98103699,3.67895597764969,"higher"
"pucker",1,23,260060,98103699,3.67895597764969,"higher"
"quadrilateral",1,23,260060,98103699,3.67895597764969,"higher"
"quarter-century",1,23,260060,98103699,3.67895597764969,"higher"
"read-out",1,23,260060,98103699,3.67895597764969,"higher"
"run-through",1,23,260060,98103699,3.67895597764969,"higher"
"setter",1,23,260060,98103699,3.67895597764969,"higher"
"fifteenth",5,693,260056,98103029,3.67250197790642,"higher"
"conquest",4,482,260057,98103240,3.66988603951496,"higher"
"growl",2,133,260059,98103589,3.62752459078914,"higher"
"slant",2,133,260059,98103589,3.62752459078914,"higher"
"precedent",5,700,260056,98103022,3.60942041605524,"higher"
"dysfunction",2,134,260059,98103588,3.60307884629252,"higher"
"hike",2,134,260059,98103588,3.60307884629252,"higher"
"portico",2,134,260059,98103588,3.60307884629252,"higher"
"spin-off",2,134,260059,98103588,3.60307884629252,"higher"
"barb",1,24,260060,98103698,3.60089325521194,"higher"
"boarder",1,24,260060,98103698,3.60089325521194,"higher"
"cornet",1,24,260060,98103698,3.60089325521194,"higher"
"dissolute",1,24,260060,98103698,3.60089325521194,"higher"
"footstep",1,24,260060,98103698,3.60089325521194,"higher"
"half-circle",1,24,260060,98103698,3.60089325521194,"higher"
"joyrider",1,24,260060,98103698,3.60089325521194,"higher"
"motorcar",1,24,260060,98103698,3.60089325521194,"higher"
"myopathy",1,24,260060,98103698,3.60089325521194,"higher"
"nodule",1,24,260060,98103698,3.60089325521194,"higher"
"pamphleteer",1,24,260060,98103698,3.60089325521194,"higher"
"pre-filter",1,24,260060,98103698,3.60089325521194,"higher"
"regrouping",1,24,260060,98103698,3.60089325521194,"higher"
"reprobate",1,24,260060,98103698,3.60089325521194,"higher"
"skiff",1,24,260060,98103698,3.60089325521194,"higher"
"traversal",1,24,260060,98103698,3.60089325521194,"higher"
"wrecker",1,24,260060,98103698,3.60089325521194,"higher"
"partisan",3,296,260058,98103426,3.59954649206048,"higher"
"magnitude",6,931,260055,98102791,3.58300982993181,"higher"
"garnish",2,135,260059,98103587,3.57885259882708,"higher"
"sculpture",7,1173,260054,98102549,3.56652771975164,"higher"
"crime",25,6300,260036,98097422,3.56219130961781,"higher"
"scrape",3,299,260058,98103423,3.5552288798728,"higher"
"customer",18,4204,260043,98099518,3.53761635272421,"higher"
"belittling",1,25,260060,98103697,3.52616660512655,"higher"
"collier",1,25,260060,98103697,3.52616660512655,"higher"
"conch",1,25,260060,98103697,3.52616660512655,"higher"
"divi",1,25,260060,98103697,3.52616660512655,"higher"
"front-row",1,25,260060,98103697,3.52616660512655,"higher"
"hole-in-one",1,25,260060,98103697,3.52616660512655,"higher"
"look-alike",1,25,260060,98103697,3.52616660512655,"higher"
"powdering",1,25,260060,98103697,3.52616660512655,"higher"
"profligacy",1,25,260060,98103697,3.52616660512655,"higher"
"strainer",1,25,260060,98103697,3.52616660512655,"higher"
"titter",1,25,260060,98103697,3.52616660512655,"higher"
"tempo",3,303,260058,98103419,3.49706700299826,"higher"
"developer",5,714,260056,98103008,3.48621660249078,"higher"
"broth",2,139,260059,98103583,3.48407920636066,"higher"
"mover",2,139,260059,98103583,3.48407920636066,"higher"
"rectification",2,140,260059,98103582,3.46090357301109,"higher"
"basting",1,26,260060,98103696,3.45451929248154,"higher"
"gestalt",1,26,260060,98103696,3.45451929248154,"higher"
"leitmotif",1,26,260060,98103696,3.45451929248154,"higher"
"leitmotif",1,26,260060,98103696,3.45451929248154,"higher"
"non-availability",1,26,260060,98103696,3.45451929248154,"higher"
"proving",1,26,260060,98103696,3.45451929248154,"higher"
"stunner",1,26,260060,98103696,3.45451929248154,"higher"
"stuntman",1,26,260060,98103696,3.45451929248154,"higher"
"time-limit",1,26,260060,98103696,3.45451929248154,"higher"
"titbit",1,26,260060,98103696,3.45451929248154,"higher"
"turboprop",1,26,260060,98103696,3.45451929248154,"higher"
"xanadu",1,26,260060,98103696,3.45451929248154,"higher"
"specialization",3,306,260058,98103416,3.45412664499483,"higher"
"venus",4,502,260057,98103220,3.45184708915216,"higher"
"herald",2,141,260059,98103581,3.43792915213545,"higher"
"configuration",6,952,260055,98102770,3.4273781571848,"higher"
"cap",9,1707,260052,98102015,3.41521631083364,"higher"
"chronicler",2,142,260059,98103580,3.41515311952626,"higher"
"forfeiture",2,142,260059,98103580,3.41515311952626,"higher"
"tail",12,2522,260049,98101200,3.39909953283915,"higher"
"cliché",2,143,260059,98103579,3.39257271008133,"higher"
"cirque",1,27,260060,98103695,3.38572297121462,"higher"
"de-differentiation",1,27,260060,98103695,3.38572297121462,"higher"
"goldmine",1,27,260060,98103695,3.38572297121462,"higher"
"lock-out",1,27,260060,98103695,3.38572297121462,"higher"
"ménage",1,27,260060,98103695,3.38572297121462,"higher"
"minion",1,27,260060,98103695,3.38572297121462,"higher"
"permutation",1,27,260060,98103695,3.38572297121462,"higher"
"precession",1,27,260060,98103695,3.38572297121462,"higher"
"prescience",1,27,260060,98103695,3.38572297121462,"higher"
"proffering",1,27,260060,98103695,3.38572297121462,"higher"
"pungency",1,27,260060,98103695,3.38572297121462,"higher"
"shew",1,27,260060,98103695,3.38572297121462,"higher"
"simularity",1,27,260060,98103695,3.38572297121462,"higher"
"south-westerly",1,27,260060,98103695,3.38572297121462,"higher"
"splint",1,27,260060,98103695,3.38572297121462,"higher"
"vice-chair",1,27,260060,98103695,3.38572297121462,"higher"
"witch-hunt",1,27,260060,98103695,3.38572297121462,"higher"
"brawl",2,144,260059,98103578,3.37018521588035,"higher"
"funnel",2,144,260059,98103578,3.37018521588035,"higher"
"homogeneity",2,144,260059,98103578,3.37018521588035,"higher"
"stratum",2,144,260059,98103578,3.37018521588035,"higher"
"pianist",3,312,260058,98103410,3.36994825059796,"higher"
"commonwealth",9,1719,260052,98102003,3.35298714662529,"higher"
"spotlight",3,314,260058,98103408,3.34238144172067,"higher"
"harvest",6,967,260055,98102755,3.31978084741186,"higher"
"donee",1,28,260060,98103694,3.31957394837615,"higher"
"fetishism",1,28,260060,98103694,3.31957394837615,"higher"
"jetsam",1,28,260060,98103694,3.31957394837615,"higher"
"passer",1,28,260060,98103694,3.31957394837615,"higher"
"portcullis",1,28,260060,98103694,3.31957394837615,"higher"
"redshift",1,28,260060,98103694,3.31957394837615,"higher"
"rick",1,28,260060,98103694,3.31957394837615,"higher"
"rood",1,28,260060,98103694,3.31957394837615,"higher"
"secularization",1,28,260060,98103694,3.31957394837615,"higher"
"semester",1,28,260060,98103694,3.31957394837615,"higher"
"slackness",1,28,260060,98103694,3.31957394837615,"higher"
"spender",1,28,260060,98103694,3.31957394837615,"higher"
"toff",1,28,260060,98103694,3.31957394837615,"higher"
"wally",1,28,260060,98103694,3.31957394837615,"higher"
"weakling",1,28,260060,98103694,3.31957394837615,"higher"
"wraith",1,28,260060,98103694,3.31957394837615,"higher"
"cradle",3,317,260058,98103405,3.30148233527427,"higher"
"compromise",10,1999,260051,98101723,3.28822066855589,"higher"
"household",15,3403,260046,98100319,3.28659835221286,"higher"
"stretcher",2,148,260059,98103574,3.28251211676051,"higher"
"slide",8,1472,260053,98102250,3.27973950249115,"higher"
"bearing",12,2551,260049,98101171,3.2788940786948,"higher"
"guild",5,739,260056,98102983,3.27561309884755,"higher"
