"Word","a","b","c","d","GStat","Frequency"
"pest",3,319,260058,98103403,3.27451266470639,"higher"
"grille",2,149,260059,98103573,3.26105048505771,"higher"
"mystique",2,149,260059,98103573,3.26105048505771,"higher"
"bailiwick",1,29,260060,98103693,3.25588949842374,"higher"
"flip-flop",1,29,260060,98103693,3.25588949842374,"higher"
"manicure",1,29,260060,98103693,3.25588949842374,"higher"
"marque",1,29,260060,98103693,3.25588949842374,"higher"
"steamroller",1,29,260060,98103693,3.25588949842374,"higher"
"synchronization",1,29,260060,98103693,3.25588949842374,"higher"
"walk-out",1,29,260060,98103693,3.25588949842374,"higher"
"write-down",1,29,260060,98103693,3.25588949842374,"higher"
"wreck",4,522,260057,98103200,3.24641596310995,"higher"
"pastor",2,150,260059,98103572,3.23976659964602,"higher"
"rebuilding",4,524,260057,98103198,3.22652894333243,"higher"
"ladder",7,1227,260054,98102495,3.22416451265928,"higher"
"payout",2,151,260059,98103571,3.21865820029919,"higher"
"crash",11,2290,260050,98101432,3.20849478232448,"higher"
"psychology",12,2571,260049,98101151,3.19779681470301,"higher"
"boat-house",1,30,260060,98103692,3.19450517834777,"higher"
"climbdown",1,30,260060,98103692,3.19450517834777,"higher"
"crudity",1,30,260060,98103692,3.19450517834777,"higher"
"flare-up",1,30,260060,98103692,3.19450517834777,"higher"
"flexure",1,30,260060,98103692,3.19450517834777,"higher"
"modeller",1,30,260060,98103692,3.19450517834777,"higher"
"muffle",1,30,260060,98103692,3.19450517834777,"higher"
"mustering",1,30,260060,98103692,3.19450517834777,"higher"
"playmate",1,30,260060,98103692,3.19450517834777,"higher"
"proboscis",1,30,260060,98103692,3.19450517834777,"higher"
"tourniquet",1,30,260060,98103692,3.19450517834777,"higher"
"command",17,4018,260044,98099704,3.18890811943956,"higher"
"magnate",2,153,260059,98103569,3.17695852693289,"higher"
"sheath",2,154,260059,98103568,3.15636282810439,"higher"
"nun",3,328,260058,98103394,3.15599930070435,"higher"
"breakfast",16,3734,260045,98099988,3.1539295692987,"higher"
"compression",4,532,260057,98103190,3.14812887398347,"higher"
"freedom",23,5850,260038,98097872,3.13735730284079,"higher"
"liquidator",2,155,260059,98103567,3.1359336330774,"higher"
"moat",2,155,260059,98103567,3.1359336330774,"higher"
"sash",2,155,260059,98103567,3.1359336330774,"higher"
"burlesque",1,31,260060,98103691,3.13527259703245,"higher"
"clank",1,31,260060,98103691,3.13527259703245,"higher"
"disaggregation",1,31,260060,98103691,3.13527259703245,"higher"
"disaggregation",1,31,260060,98103691,3.13527259703245,"higher"
"diva",1,31,260060,98103691,3.13527259703245,"higher"
"goldsborough",1,31,260060,98103691,3.13527259703245,"higher"
"headcount",1,31,260060,98103691,3.13527259703245,"higher"
"heritability",1,31,260060,98103691,3.13527259703245,"higher"
"plainness",1,31,260060,98103691,3.13527259703245,"higher"
"plainsong",1,31,260060,98103691,3.13527259703245,"higher"
"semicircle",1,31,260060,98103691,3.13527259703245,"higher"
"superfamily",1,31,260060,98103691,3.13527259703245,"higher"
"torus",1,31,260060,98103691,3.13527259703245,"higher"
"tramcar",1,31,260060,98103691,3.13527259703245,"higher"
"writhe",1,31,260060,98103691,3.13527259703245,"higher"
"pursuit",8,1499,260053,98102223,3.13265643217154,"higher"
"fragmentation",3,330,260058,98103392,3.13027969076182,"higher"
"gown",5,758,260056,98102964,3.12320156540924,"higher"
"flue",2,156,260059,98103566,3.11566877033387,"higher"
"milieu",2,156,260059,98103566,3.11566877033387,"higher"
"grade",9,1767,260052,98101955,3.11267764353872,"higher"
"byte",2,157,260059,98103565,3.09556623959117,"higher"
"pact",6,1000,260055,98102722,3.09304721098498,"higher"
"twelfth",5,763,260056,98102959,3.08414373871868,"higher"
"bedlam",1,32,260060,98103690,3.0780571621962,"higher"
"bender",1,32,260060,98103690,3.0780571621962,"higher"
"brig",1,32,260060,98103690,3.0780571621962,"higher"
"juror",1,32,260060,98103690,3.0780571621962,"higher"
"mishandling",1,32,260060,98103690,3.0780571621962,"higher"
"nihilism",1,32,260060,98103690,3.0780571621962,"higher"
"pagoda",1,32,260060,98103690,3.0780571621962,"higher"
"quickness",1,32,260060,98103690,3.0780571621962,"higher"
"schoolfriend",1,32,260060,98103690,3.0780571621962,"higher"
"stingy",1,32,260060,98103690,3.0780571621962,"higher"
"stoke",1,32,260060,98103690,3.0780571621962,"higher"
"thespian",1,32,260060,98103690,3.0780571621962,"higher"
"typhoon",1,32,260060,98103690,3.0780571621962,"higher"
"ballad",2,158,260059,98103564,3.07562394937864,"higher"
"duet",2,158,260059,98103564,3.07562394937864,"higher"
"predicate",2,158,260059,98103564,3.07562394937864,"higher"
"furore",2,159,260059,98103563,3.05583989025559,"higher"
"slate",4,542,260057,98103180,3.05264781436944,"higher"
"catalyst",3,337,260058,98103385,3.04196407764734,"higher"
"sell-out",2,160,260059,98103562,3.03621204689121,"higher"
"trinity",5,770,260056,98102952,3.03017823689082,"higher"
"centre-piece",1,33,260060,98103689,3.02273652095823,"higher"
"cramping",1,33,260060,98103689,3.02273652095823,"higher"
"dimming",1,33,260060,98103689,3.02273652095823,"higher"
"dower",1,33,260060,98103689,3.02273652095823,"higher"
"gaffe",1,33,260060,98103689,3.02273652095823,"higher"
"godson",1,33,260060,98103689,3.02273652095823,"higher"
"huggett",1,33,260060,98103689,3.02273652095823,"higher"
"liberator",1,33,260060,98103689,3.02273652095823,"higher"
"malady",1,33,260060,98103689,3.02273652095823,"higher"
"mart",1,33,260060,98103689,3.02273652095823,"higher"
"paring",1,33,260060,98103689,3.02273652095823,"higher"
"prickling",1,33,260060,98103689,3.02273652095823,"higher"
"projectile",1,33,260060,98103689,3.02273652095823,"higher"
"put-down",1,33,260060,98103689,3.02273652095823,"higher"
"sandpit",1,33,260060,98103689,3.02273652095823,"higher"
"spume",1,33,260060,98103689,3.02273652095823,"higher"
"teaser",1,33,260060,98103689,3.02273652095823,"higher"
"travail",1,33,260060,98103689,3.02273652095823,"higher"
"sculptor",3,339,260058,98103383,3.01720702462191,"higher"
"weaver",2,161,260059,98103561,3.01673857134316,"higher"
"disaster",12,2619,260049,98101103,3.0090194875124,"higher"
"serpent",2,162,260059,98103560,2.99741752035145,"higher"
"quarry",5,775,260056,98102947,2.99213506817197,"higher"
"bandwagon",2,163,260059,98103559,2.9782470293661,"higher"
"computation",2,163,260059,98103559,2.9782470293661,"higher"
"handshake",2,163,260059,98103559,2.9782470293661,"higher"
"hinterland",2,163,260059,98103559,2.9782470293661,"higher"
"novel",17,4087,260044,98099635,2.97653153307488,"higher"
"blancmange",1,34,260060,98103688,2.96919920608927,"higher"
"capitalization",1,34,260060,98103688,2.96919920608927,"higher"
"falsetto",1,34,260060,98103688,2.96919920608927,"higher"
"harmonising",1,34,260060,98103688,2.96919920608927,"higher"
"loin",1,34,260060,98103688,2.96919920608927,"higher"
"redrawing",1,34,260060,98103688,2.96919920608927,"higher"
"schoolhouse",1,34,260060,98103688,2.96919920608927,"higher"
"sorceress",1,34,260060,98103688,2.96919920608927,"higher"
"swot",1,34,260060,98103688,2.96919920608927,"higher"
"welder",1,34,260060,98103688,2.96919920608927,"higher"
"workbook",1,34,260060,98103688,2.96919920608927,"higher"
"smack",3,343,260058,98103379,2.96831158573395,"higher"
"frenchman",4,552,260057,98103170,2.95987050791466,"higher"
"desolation",2,164,260059,98103558,2.95922522439316,"higher"
"heroine",3,345,260058,98103377,2.94416842039225,"higher"
"toughness",2,165,260059,98103557,2.9403503949775,"higher"
"similarity",5,782,260056,98102940,2.93956824998153,"higher"
"formula",10,2079,260051,98101643,2.92891211842904,"higher"
"camembert",1,35,260060,98103687,2.91734331392649,"higher"
"carmelite",1,35,260060,98103687,2.91734331392649,"higher"
"divination",1,35,260060,98103687,2.91734331392649,"higher"
"gnashing",1,35,260060,98103687,2.91734331392649,"higher"
"jeer",1,35,260060,98103687,2.91734331392649,"higher"
"manipulator",1,35,260060,98103687,2.91734331392649,"higher"
"merry-go-round",1,35,260060,98103687,2.91734331392649,"higher"
"notary",1,35,260060,98103687,2.91734331392649,"higher"
"paprika",1,35,260060,98103687,2.91734331392649,"higher"
"proposer",1,35,260060,98103687,2.91734331392649,"higher"
"puree",1,35,260060,98103687,2.91734331392649,"higher"
"sideshow",1,35,260060,98103687,2.91734331392649,"higher"
"thumbing",1,35,260060,98103687,2.91734331392649,"higher"
"troika",1,35,260060,98103687,2.91734331392649,"higher"
"marathon",4,557,260057,98103165,2.91446538548899,"higher"
"superstructure",2,167,260059,98103555,2.90303446011271,"higher"
"parent",15,3519,260046,98100203,2.89736396616435,"higher"
"payroll",3,349,260058,98103373,2.89647947020229,"higher"
"blinder",1,36,260060,98103686,2.86707531039329,"higher"
"breakout",1,36,260060,98103686,2.86707531039329,"higher"
"calyx",1,36,260060,98103686,2.86707531039329,"higher"
"co-option",1,36,260060,98103686,2.86707531039329,"higher"
"computerization",1,36,260060,98103686,2.86707531039329,"higher"
"demilitarisation",1,36,260060,98103686,2.86707531039329,"higher"
"derogation",1,36,260060,98103686,2.86707531039329,"higher"
"doublet",1,36,260060,98103686,2.86707531039329,"higher"
"fetter",1,36,260060,98103686,2.86707531039329,"higher"
"hypertrophy",1,36,260060,98103686,2.86707531039329,"higher"
"metabolite",1,36,260060,98103686,2.86707531039329,"higher"
"muddling",1,36,260060,98103686,2.86707531039329,"higher"
"psoriasis",1,36,260060,98103686,2.86707531039329,"higher"
"regurgitation",1,36,260060,98103686,2.86707531039329,"higher"
"third-round",1,36,260060,98103686,2.86707531039329,"higher"
"tusk",1,36,260060,98103686,2.86707531039329,"higher"
"brewer",2,169,260059,98103553,2.86628547967304,"higher"
"constable",6,1036,260055,98102686,2.86049581433593,"higher"
"reinstatement",2,170,260059,98103552,2.84811945618783,"higher"
"sticker",2,170,260059,98103552,2.84811945618783,"higher"
"sermon",3,354,260058,98103368,2.83796517575009,"higher"
"hardcore",2,171,260059,98103551,2.83009023417477,"higher"
"butt",3,355,260058,98103367,2.82640584497886,"higher"
"treasure",5,798,260056,98102924,2.82238285825852,"higher"
"benediction",1,37,260060,98103685,2.81830941614798,"higher"
"buildup",1,37,260060,98103685,2.81830941614798,"higher"
"deme",1,37,260060,98103685,2.81830941614798,"higher"
"galleon",1,37,260060,98103685,2.81830941614798,"higher"
"jackal",1,37,260060,98103685,2.81830941614798,"higher"
"pressure-group",1,37,260060,98103685,2.81830941614798,"higher"
"prong",1,37,260060,98103685,2.81830941614798,"higher"
"pundit",1,37,260060,98103685,2.81830941614798,"higher"
"trapeze",1,37,260060,98103685,2.81830941614798,"higher"
"voyeur",1,37,260060,98103685,2.81830941614798,"higher"
"zener",1,37,260060,98103685,2.81830941614798,"higher"
"purification",2,172,260059,98103550,2.81219622735004,"higher"
"singer",7,1299,260054,98102423,2.80926984054992,"higher"
"choreographer",2,173,260059,98103549,2.79443583340641,"higher"
"lifeline",2,173,260059,98103549,2.79443583340641,"higher"
"bitch",5,803,260056,98102919,2.78658938583058,"higher"
"fax",5,803,260056,98102919,2.78658938583058,"higher"
"rubbing",4,572,260057,98103150,2.78204549183487,"higher"
"unanimity",2,174,260059,98103548,2.77680760759417,"higher"
"demerger",1,38,260060,98103684,2.77096650339769,"higher"
"genie",1,38,260060,98103684,2.77096650339769,"higher"
"gruel",1,38,260060,98103684,2.77096650339769,"higher"
"paperweight",1,38,260060,98103684,2.77096650339769,"higher"
"sally",1,38,260060,98103684,2.77096650339769,"higher"
"seer",1,38,260060,98103684,2.77096650339769,"higher"
"stableford",1,38,260060,98103684,2.77096650339769,"higher"
"trove",1,38,260060,98103684,2.77096650339769,"higher"
"walther",1,38,260060,98103684,2.77096650339769,"higher"
"tailor",3,360,260058,98103362,2.76931202674788,"higher"
"lobby",6,1053,260055,98102669,2.75575110818695,"higher"
"tent",6,1053,260055,98102669,2.75575110818695,"higher"
"parity",3,363,260058,98103359,2.73560878317897,"higher"
"shelf",7,1314,260054,98102408,2.72838240253592,"higher"
"black-out",1,39,260060,98103683,2.72497353047128,"higher"
"corona",1,39,260060,98103683,2.72497353047128,"higher"
"denigration",1,39,260060,98103683,2.72497353047128,"higher"
"douse",1,39,260060,98103683,2.72497353047128,"higher"
"flail",1,39,260060,98103683,2.72497353047128,"higher"
"meritocracy",1,39,260060,98103683,2.72497353047128,"higher"
"nestle",1,39,260060,98103683,2.72497353047128,"higher"
"nightingale",1,39,260060,98103683,2.72497353047128,"higher"
"peer-group",1,39,260060,98103683,2.72497353047128,"higher"
"ping-pong",1,39,260060,98103683,2.72497353047128,"higher"
"scampering",1,39,260060,98103683,2.72497353047128,"higher"
"sloop",1,39,260060,98103683,2.72497353047128,"higher"
"split-second",1,39,260060,98103683,2.72497353047128,"higher"
"superficiality",1,39,260060,98103683,2.72497353047128,"higher"
"swill",1,39,260060,98103683,2.72497353047128,"higher"
"trill",1,39,260060,98103683,2.72497353047128,"higher"
"vibrancy",1,39,260060,98103683,2.72497353047128,"higher"
"vice-admiral",1,39,260060,98103683,2.72497353047128,"higher"
"pedestal",2,177,260059,98103545,2.72470070390802,"higher"
"vanguard",2,177,260059,98103545,2.72470070390802,"higher"
"regeneration",4,580,260057,98103142,2.71367412711598,"higher"
"grudge",2,178,260059,98103544,2.7075861719673,"higher"
"retrograde",2,178,260059,98103544,2.7075861719673,"higher"
"recovery",15,3581,260046,98100141,2.70277781556082,"higher"
"clue",6,1065,260055,98102657,2.68369219230222,"higher"
"town",48,14152,260013,98089570,2.68272523810797,"higher"
"bifurcation",1,40,260060,98103682,2.68026306379831,"higher"
"blankness",1,40,260060,98103682,2.68026306379831,"higher"
"chinaman",1,40,260060,98103682,2.68026306379831,"higher"
"co-defendant",1,40,260060,98103682,2.68026306379831,"higher"
"coop",1,40,260060,98103682,2.68026306379831,"higher"
"counterpane",1,40,260060,98103682,2.68026306379831,"higher"
"dawg",1,40,260060,98103682,2.68026306379831,"higher"
"dybbuk",1,40,260060,98103682,2.68026306379831,"higher"
"pare",1,40,260060,98103682,2.68026306379831,"higher"
"salver",1,40,260060,98103682,2.68026306379831,"higher"
"scrawl",1,40,260060,98103682,2.68026306379831,"higher"
"tiara",1,40,260060,98103682,2.68026306379831,"higher"
"viceroy",1,40,260060,98103682,2.68026306379831,"higher"
"woodcut",1,40,260060,98103682,2.68026306379831,"higher"
"wort",1,40,260060,98103682,2.68026306379831,"higher"
"fallacy",2,180,260059,98103542,2.67373021914709,"higher"
"heave",2,180,260059,98103542,2.67373021914709,"higher"
"syringe",2,180,260059,98103542,2.67373021914709,"higher"
"revolution",14,3296,260047,98100426,2.66710838932036,"higher"
"biochemistry",2,181,260059,98103541,2.65698605447537,"higher"
"reformer",2,181,260059,98103541,2.65698605447537,"higher"
"12-inch",1,41,260060,98103681,2.63677243789467,"higher"
"clinking",1,41,260060,98103681,2.63677243789467,"higher"
"clinking",1,41,260060,98103681,2.63677243789467,"higher"
"clinking",1,41,260060,98103681,2.63677243789467,"higher"
"coppice",1,41,260060,98103681,2.63677243789467,"higher"
"parabola",1,41,260060,98103681,2.63677243789467,"higher"
"revitalising",1,41,260060,98103681,2.63677243789467,"higher"
"sketchbook",1,41,260060,98103681,2.63677243789467,"higher"
"time-series",1,41,260060,98103681,2.63677243789467,"higher"
"restructure",2,183,260059,98103539,2.62385878793358,"higher"
"spy",4,593,260057,98103129,2.60577679035033,"higher"
"sampling",5,830,260056,98102892,2.59984462394057,"higher"
"cassandra",1,42,260060,98103680,2.59444363334486,"higher"
"crossfire",1,42,260060,98103680,2.59444363334486,"higher"
"de-skilling",1,42,260060,98103680,2.59444363334486,"higher"
"diaspora",1,42,260060,98103680,2.59444363334486,"higher"
"halfpenny",1,42,260060,98103680,2.59444363334486,"higher"
"pestilence",1,42,260060,98103680,2.59444363334486,"higher"
"secularisation",1,42,260060,98103680,2.59444363334486,"higher"
"sergeant-major",1,42,260060,98103680,2.59444363334486,"higher"
"sorcerer",1,42,260060,98103680,2.59444363334486,"higher"
"supplication",1,42,260060,98103680,2.59444363334486,"higher"
"temp",1,42,260060,98103680,2.59444363334486,"higher"
"princess",12,2736,260049,98100986,2.58193038916702,"higher"
"drum",5,833,260056,98102889,2.5797572928625,"higher"
"glacier",2,186,260059,98103536,2.57505085794152,"higher"
"plaster",5,835,260056,98102887,2.56643743938965,"higher"
"♭",1,43,260060,98103679,2.55322255538323,"higher"
"clearinghouse",1,43,260060,98103679,2.55322255538323,"higher"
"cravat",1,43,260060,98103679,2.55322255538323,"higher"
"dampening",1,43,260060,98103679,2.55322255538323,"higher"
"hard-core",1,43,260060,98103679,2.55322255538323,"higher"
"matte",1,43,260060,98103679,2.55322255538323,"higher"
"re-education",1,43,260060,98103679,2.55322255538323,"higher"
"refraction",1,43,260060,98103679,2.55322255538323,"higher"
"still-life",1,43,260060,98103679,2.55322255538323,"higher"
"tescos",1,43,260060,98103679,2.55322255538323,"higher"
"season",37,10604,260024,98093118,2.54757537343688,"higher"
"completeness",2,188,260059,98103534,2.54308627252658,"higher"
"garden",37,10608,260024,98093114,2.54089346493738,"higher"
"duel",2,189,260059,98103533,2.52727257462834,"higher"
"slump",4,603,260057,98103119,2.5253868162778,"higher"
"buffeting",1,44,260060,98103678,2.5130587960957,"higher"
