"Token","FreqCommerce","FreqRest","c","d","GStat","Frequency"
"42p","1","0","170640","913461","3.69789561603079","more"
"toppled","1","0","170640","913461","3.69789561603079","more"
"trustee","1","0","170640","913461","3.69789561603079","more"
"imry","1","0","170640","913461","3.69789561603079","more"
"persimmon","1","0","170640","913461","3.69789561603079","more"
"lochs","1","0","170640","913461","3.69789561603079","more"
"fitzsimons","1","0","170640","913461","3.69789561603079","more"
"hayle","1","0","170640","913461","3.69789561603079","more"
"49.29","1","0","170640","913461","3.69789561603079","more"
"wisest","1","0","170640","913461","3.69789561603079","more"
"2006","1","0","170640","913461","3.69789561603079","more"
"50m","1","0","170640","913461","3.69789561603079","more"
"2842/2281","1","0","170640","913461","3.69789561603079","more"
"667p","1","0","170640","913461","3.69789561603079","more"
"22.7","1","0","170640","913461","3.69789561603079","more"
"£44.8million","1","0","170640","913461","3.69789561603079","more"
"flatlets","1","0","170640","913461","3.69789561603079","more"
"12.77p","1","0","170640","913461","3.69789561603079","more"
"£12.2m","1","0","170640","913461","3.69789561603079","more"
"956,000","1","0","170640","913461","3.69789561603079","more"
"planetary","1","0","170640","913461","3.69789561603079","more"
"panini","1","0","170640","913461","3.69789561603079","more"
"cowboys","1","0","170640","913461","3.69789561603079","more"
"3.8p","1","0","170640","913461","3.69789561603079","more"
"broadland","1","0","170640","913461","3.69789561603079","more"
"three-acre","1","0","170640","913461","3.69789561603079","more"
"£338","1","0","170640","913461","3.69789561603079","more"
"train-builder","1","0","170640","913461","3.69789561603079","more"
"78.5","1","0","170640","913461","3.69789561603079","more"
"donuts","1","0","170640","913461","3.69789561603079","more"
"£8.9million","1","0","170640","913461","3.69789561603079","more"
"68.36%","1","0","170640","913461","3.69789561603079","more"
"pre-judge","1","0","170640","913461","3.69789561603079","more"
"£57million","1","0","170640","913461","3.69789561603079","more"
"£6bn","1","0","170640","913461","3.69789561603079","more"
"finbarr","1","0","170640","913461","3.69789561603079","more"
"15m","1","0","170640","913461","3.69789561603079","more"
"778p","1","0","170640","913461","3.69789561603079","more"
"damningly","1","0","170640","913461","3.69789561603079","more"
"recessions","1","0","170640","913461","3.69789561603079","more"
"30p-a-share","1","0","170640","913461","3.69789561603079","more"
"leybourne","1","0","170640","913461","3.69789561603079","more"
"viaducts","1","0","170640","913461","3.69789561603079","more"
"mini-boom","1","0","170640","913461","3.69789561603079","more"
"£1.61","1","0","170640","913461","3.69789561603079","more"
"£163","1","0","170640","913461","3.69789561603079","more"
"fayeds","1","0","170640","913461","3.69789561603079","more"
"rich-poor","1","0","170640","913461","3.69789561603079","more"
"51.4","1","0","170640","913461","3.69789561603079","more"
"fluctuating","1","0","170640","913461","3.69789561603079","more"
"585","1","0","170640","913461","3.69789561603079","more"
"£223","1","0","170640","913461","3.69789561603079","more"
"pig-breeder","1","0","170640","913461","3.69789561603079","more"
"jumna","1","0","170640","913461","3.69789561603079","more"
"pergamon","1","0","170640","913461","3.69789561603079","more"
"secondment","1","0","170640","913461","3.69789561603079","more"
"pounces","1","0","170640","913461","3.69789561603079","more"
"megabucks","1","0","170640","913461","3.69789561603079","more"
"2.2p","1","0","170640","913461","3.69789561603079","more"
"modernism","1","0","170640","913461","3.69789561603079","more"
"p/e","1","0","170640","913461","3.69789561603079","more"
"£1,690","1","0","170640","913461","3.69789561603079","more"
"propagation","1","0","170640","913461","3.69789561603079","more"
"oldham-based","1","0","170640","913461","3.69789561603079","more"
"£15.1m","1","0","170640","913461","3.69789561603079","more"
"riskier","1","0","170640","913461","3.69789561603079","more"
"p-2","1","0","170640","913461","3.69789561603079","more"
"landes","1","0","170640","913461","3.69789561603079","more"
"2.8370","1","0","170640","913461","3.69789561603079","more"
"ciba-geigy","1","0","170640","913461","3.69789561603079","more"
"823p","1","0","170640","913461","3.69789561603079","more"
"vote-winner","1","0","170640","913461","3.69789561603079","more"
"2,716,600","1","0","170640","913461","3.69789561603079","more"
"22.9%","1","0","170640","913461","3.69789561603079","more"
"kalamazoo","1","0","170640","913461","3.69789561603079","more"
"58%","1","0","170640","913461","3.69789561603079","more"
"£1.25","1","0","170640","913461","3.69789561603079","more"
"yj","1","0","170640","913461","3.69789561603079","more"
"dartle","1","0","170640","913461","3.69789561603079","more"
"seb","1","0","170640","913461","3.69789561603079","more"
"ff13.9","1","0","170640","913461","3.69789561603079","more"
"pussyfooting","1","0","170640","913461","3.69789561603079","more"
"tds","1","0","170640","913461","3.69789561603079","more"
"offsets","1","0","170640","913461","3.69789561603079","more"
"richfield","1","0","170640","913461","3.69789561603079","more"
"subpoenaed","1","0","170640","913461","3.69789561603079","more"
"2717.9","1","0","170640","913461","3.69789561603079","more"
"seamlessly","1","0","170640","913461","3.69789561603079","more"
"13pc","1","0","170640","913461","3.69789561603079","more"
"wrinkles","1","0","170640","913461","3.69789561603079","more"
"£395m","1","0","170640","913461","3.69789561603079","more"
"hales","1","0","170640","913461","3.69789561603079","more"
"janaury","1","0","170640","913461","3.69789561603079","more"
"£61.4m","1","0","170640","913461","3.69789561603079","more"
"equating","1","0","170640","913461","3.69789561603079","more"
"candlesticks","1","0","170640","913461","3.69789561603079","more"
"9.25%","1","0","170640","913461","3.69789561603079","more"
"acquavella","1","0","170640","913461","3.69789561603079","more"
"litany","1","0","170640","913461","3.69789561603079","more"
"£38–m","1","0","170640","913461","3.69789561603079","more"
"dunkin","1","0","170640","913461","3.69789561603079","more"
"vax","1","0","170640","913461","3.69789561603079","more"
"£3.5","1","0","170640","913461","3.69789561603079","more"
"486p","1","0","170640","913461","3.69789561603079","more"
"greensides","1","0","170640","913461","3.69789561603079","more"
"mccaw","1","0","170640","913461","3.69789561603079","more"
"stampings","1","0","170640","913461","3.69789561603079","more"
"hypermarkets","1","0","170640","913461","3.69789561603079","more"
"horseman","1","0","170640","913461","3.69789561603079","more"
"royce","1","0","170640","913461","3.69789561603079","more"
"bridlington","1","0","170640","913461","3.69789561603079","more"
"agb","1","0","170640","913461","3.69789561603079","more"
"injectable","1","0","170640","913461","3.69789561603079","more"
"kong-controlled","1","0","170640","913461","3.69789561603079","more"
"klesch","1","0","170640","913461","3.69789561603079","more"
"br700","1","0","170640","913461","3.69789561603079","more"
"belligerent","1","0","170640","913461","3.69789561603079","more"
"343p","1","0","170640","913461","3.69789561603079","more"
"pasture","1","0","170640","913461","3.69789561603079","more"
"2.16","1","0","170640","913461","3.69789561603079","more"
"5.6","1","0","170640","913461","3.69789561603079","more"
"adonis","1","0","170640","913461","3.69789561603079","more"
"10.4623","1","0","170640","913461","3.69789561603079","more"
"1869","1","0","170640","913461","3.69789561603079","more"
"bolland","1","0","170640","913461","3.69789561603079","more"
"£71m","1","0","170640","913461","3.69789561603079","more"
"balloon","1","0","170640","913461","3.69789561603079","more"
"9.2%","1","0","170640","913461","3.69789561603079","more"
"tub-thumping","1","0","170640","913461","3.69789561603079","more"
"krupp","1","0","170640","913461","3.69789561603079","more"
"lordly","1","0","170640","913461","3.69789561603079","more"
"ico","1","0","170640","913461","3.69789561603079","more"
"0.3p","1","0","170640","913461","3.69789561603079","more"
"attractively","1","0","170640","913461","3.69789561603079","more"
"african-linked","1","0","170640","913461","3.69789561603079","more"
"budgens","1","0","170640","913461","3.69789561603079","more"
"48%","1","0","170640","913461","3.69789561603079","more"
"kind-on-the-pocket","1","0","170640","913461","3.69789561603079","more"
"£5.8m","1","0","170640","913461","3.69789561603079","more"
"7.79%","1","0","170640","913461","3.69789561603079","more"
"gillham","1","0","170640","913461","3.69789561603079","more"
"19.6m","1","0","170640","913461","3.69789561603079","more"
"frs3","1","0","170640","913461","3.69789561603079","more"
"£108.4m","1","0","170640","913461","3.69789561603079","more"
"451p","1","0","170640","913461","3.69789561603079","more"
"unflamboyant","1","0","170640","913461","3.69789561603079","more"
"£2.6m","1","0","170640","913461","3.69789561603079","more"
"nidd","1","0","170640","913461","3.69789561603079","more"
"labour-led","1","0","170640","913461","3.69789561603079","more"
"hoesch","1","0","170640","913461","3.69789561603079","more"
"endeavouring","1","0","170640","913461","3.69789561603079","more"
"dredged","1","0","170640","913461","3.69789561603079","more"
"whiteheadof","1","0","170640","913461","3.69789561603079","more"
"payer","1","0","170640","913461","3.69789561603079","more"
"likhoda","1","0","170640","913461","3.69789561603079","more"
"£47.66","1","0","170640","913461","3.69789561603079","more"
"mannoia","1","0","170640","913461","3.69789561603079","more"
"dramarama","1","0","170640","913461","3.69789561603079","more"
"seamer","1","0","170640","913461","3.69789561603079","more"
"84,000","1","0","170640","913461","3.69789561603079","more"
"£78","1","0","170640","913461","3.69789561603079","more"
"£109.70","1","0","170640","913461","3.69789561603079","more"
"solvent","1","0","170640","913461","3.69789561603079","more"
"dm2.46","1","0","170640","913461","3.69789561603079","more"
"£955m","1","0","170640","913461","3.69789561603079","more"
"street-by-street","1","0","170640","913461","3.69789561603079","more"
"575/388","1","0","170640","913461","3.69789561603079","more"
"£155.3m","1","0","170640","913461","3.69789561603079","more"
"£156m","1","0","170640","913461","3.69789561603079","more"
"unclaimed","1","0","170640","913461","3.69789561603079","more"
"9,290","1","0","170640","913461","3.69789561603079","more"
"£13.45","1","0","170640","913461","3.69789561603079","more"
"144.6","1","0","170640","913461","3.69789561603079","more"
"hobbygames","1","0","170640","913461","3.69789561603079","more"
"scollett","1","0","170640","913461","3.69789561603079","more"
"start-your-own-business","1","0","170640","913461","3.69789561603079","more"
"137,000","1","0","170640","913461","3.69789561603079","more"
"10.2p","1","0","170640","913461","3.69789561603079","more"
"profit-taking-the","1","0","170640","913461","3.69789561603079","more"
"self-regulatory","1","0","170640","913461","3.69789561603079","more"
"seager","1","0","170640","913461","3.69789561603079","more"
"reinvesting","1","0","170640","913461","3.69789561603079","more"
"upstart","1","0","170640","913461","3.69789561603079","more"
"6.3%","1","0","170640","913461","3.69789561603079","more"
"35,270.46","1","0","170640","913461","3.69789561603079","more"
"£86.3m","1","0","170640","913461","3.69789561603079","more"
"nurture","1","0","170640","913461","3.69789561603079","more"
"re-financing","1","0","170640","913461","3.69789561603079","more"
"641","1","0","170640","913461","3.69789561603079","more"
"proshare-mori","1","0","170640","913461","3.69789561603079","more"
"portals","1","0","170640","913461","3.69789561603079","more"
"maher","1","0","170640","913461","3.69789561603079","more"
"bowyers","1","0","170640","913461","3.69789561603079","more"
"hammerite","1","0","170640","913461","3.69789561603079","more"
"fintech","1","0","170640","913461","3.69789561603079","more"
"non-payers","1","0","170640","913461","3.69789561603079","more"
"epitomises","1","0","170640","913461","3.69789561603079","more"
"denham","1","0","170640","913461","3.69789561603079","more"
"19-storey","1","0","170640","913461","3.69789561603079","more"
"vikoma","1","0","170640","913461","3.69789561603079","more"
"£5.1m","1","0","170640","913461","3.69789561603079","more"
"£2.9million","1","0","170640","913461","3.69789561603079","more"
"£417m","1","0","170640","913461","3.69789561603079","more"
"endogenous","1","0","170640","913461","3.69789561603079","more"
"philanthropist","1","0","170640","913461","3.69789561603079","more"
"denominated","1","0","170640","913461","3.69789561603079","more"
"pro-duct","1","0","170640","913461","3.69789561603079","more"
"£257","1","0","170640","913461","3.69789561603079","more"
"21pc","1","0","170640","913461","3.69789561603079","more"
"wobbling","1","0","170640","913461","3.69789561603079","more"
"£401m","1","0","170640","913461","3.69789561603079","more"
"footballs","1","0","170640","913461","3.69789561603079","more"
"£1.6m.","1","0","170640","913461","3.69789561603079","more"
"720p","1","0","170640","913461","3.69789561603079","more"
"752-page","1","0","170640","913461","3.69789561603079","more"
"10.20","1","0","170640","913461","3.69789561603079","more"
"renewals","1","0","170640","913461","3.69789561603079","more"
"und","1","0","170640","913461","3.69789561603079","more"
"10.8","1","0","170640","913461","3.69789561603079","more"
"head-up","1","0","170640","913461","3.69789561603079","more"
"uncharted","1","0","170640","913461","3.69789561603079","more"
"dm2.70","1","0","170640","913461","3.69789561603079","more"
"dreamer","1","0","170640","913461","3.69789561603079","more"
"tysoe","1","0","170640","913461","3.69789561603079","more"
"yearling","1","0","170640","913461","3.69789561603079","more"
"minesweepers","1","0","170640","913461","3.69789561603079","more"
"redesignating","1","0","170640","913461","3.69789561603079","more"
"£23,1.0","1","0","170640","913461","3.69789561603079","more"
"warrantholders","1","0","170640","913461","3.69789561603079","more"
"unfinalised","1","0","170640","913461","3.69789561603079","more"
"pitching","1","0","170640","913461","3.69789561603079","more"
"£61million","1","0","170640","913461","3.69789561603079","more"
"ganging","1","0","170640","913461","3.69789561603079","more"
"9.8","1","0","170640","913461","3.69789561603079","more"
"dacre","1","0","170640","913461","3.69789561603079","more"
"surveyed","1","0","170640","913461","3.69789561603079","more"
"166","1","0","170640","913461","3.69789561603079","more"
"house-hunters","1","0","170640","913461","3.69789561603079","more"
"consolidation","1","0","170640","913461","3.69789561603079","more"
"thorn-emi","1","0","170640","913461","3.69789561603079","more"
"£176","1","0","170640","913461","3.69789561603079","more"
"120.1","1","0","170640","913461","3.69789561603079","more"
"insurgency","1","0","170640","913461","3.69789561603079","more"
"6.8%","1","0","170640","913461","3.69789561603079","more"
"850","1","0","170640","913461","3.69789561603079","more"
"imparts","1","0","170640","913461","3.69789561603079","more"
"700,000","1","0","170640","913461","3.69789561603079","more"
"£88m","1","0","170640","913461","3.69789561603079","more"
"wrigglesworth","1","0","170640","913461","3.69789561603079","more"
"vent-axia","1","0","170640","913461","3.69789561603079","more"
"broakes","1","0","170640","913461","3.69789561603079","more"
"handsets","1","0","170640","913461","3.69789561603079","more"
"£56m","1","0","170640","913461","3.69789561603079","more"
"loughs","1","0","170640","913461","3.69789561603079","more"
"£20.1m","1","0","170640","913461","3.69789561603079","more"
"adhesives","1","0","170640","913461","3.69789561603079","more"
"£300m-plus","1","0","170640","913461","3.69789561603079","more"
"3i","1","0","170640","913461","3.69789561603079","more"
"163","1","0","170640","913461","3.69789561603079","more"
"trent","1","0","170640","913461","3.69789561603079","more"
"flicker","1","0","170640","913461","3.69789561603079","more"
"51,000-member","1","0","170640","913461","3.69789561603079","more"
"8.8","1","0","170640","913461","3.69789561603079","more"
"o'keefe","1","0","170640","913461","3.69789561603079","more"
"crosman","1","0","170640","913461","3.69789561603079","more"
"desist","1","0","170640","913461","3.69789561603079","more"
"7–8","1","0","170640","913461","3.69789561603079","more"
"18.10.0","1","0","170640","913461","3.69789561603079","more"
"towered","1","0","170640","913461","3.69789561603079","more"
"unarguably","1","0","170640","913461","3.69789561603079","more"
"£123m","1","0","170640","913461","3.69789561603079","more"
"£7.30","1","0","170640","913461","3.69789561603079","more"
"£250million","1","0","170640","913461","3.69789561603079","more"
"tiffany","1","0","170640","913461","3.69789561603079","more"
"7.3p","1","0","170640","913461","3.69789561603079","more"
"$4billion-worth","1","0","170640","913461","3.69789561603079","more"
"astaggering","1","0","170640","913461","3.69789561603079","more"
"£42.90","1","0","170640","913461","3.69789561603079","more"
"puat","1","0","170640","913461","3.69789561603079","more"
"20.4","1","0","170640","913461","3.69789561603079","more"
"50.56","1","0","170640","913461","3.69789561603079","more"
"strongbow","1","0","170640","913461","3.69789561603079","more"
"self-righteous","1","0","170640","913461","3.69789561603079","more"
"£69million","1","0","170640","913461","3.69789561603079","more"
"cobles","1","0","170640","913461","3.69789561603079","more"
"dan-air","1","0","170640","913461","3.69789561603079","more"
"willy-nilly","1","0","170640","913461","3.69789561603079","more"
"layoffs","1","0","170640","913461","3.69789561603079","more"
"117.7","1","0","170640","913461","3.69789561603079","more"
"489p","1","0","170640","913461","3.69789561603079","more"
"trade-offs","1","0","170640","913461","3.69789561603079","more"
"12-points","1","0","170640","913461","3.69789561603079","more"
"30m","1","0","170640","913461","3.69789561603079","more"
"reminisced","1","0","170640","913461","3.69789561603079","more"
"480p","1","0","170640","913461","3.69789561603079","more"
"kwik-save","1","0","170640","913461","3.69789561603079","more"
"5.76p","1","0","170640","913461","3.69789561603079","more"
"£91.9m","1","0","170640","913461","3.69789561603079","more"
"wasteland","1","0","170640","913461","3.69789561603079","more"
"btf","1","0","170640","913461","3.69789561603079","more"
"£357,000","1","0","170640","913461","3.69789561603079","more"
"£3.1","1","0","170640","913461","3.69789561603079","more"
"9.3%","1","0","170640","913461","3.69789561603079","more"
"lens","1","0","170640","913461","3.69789561603079","more"
"filtered","1","0","170640","913461","3.69789561603079","more"
"£435,000","1","0","170640","913461","3.69789561603079","more"
"£4billion","1","0","170640","913461","3.69789561603079","more"
"braced","1","0","170640","913461","3.69789561603079","more"
"£7.40","1","0","170640","913461","3.69789561603079","more"
"congregate","1","0","170640","913461","3.69789561603079","more"
"unrelieved","1","0","170640","913461","3.69789561603079","more"
"billingham-based","1","0","170640","913461","3.69789561603079","more"
"mafioso","1","0","170640","913461","3.69789561603079","more"
"exemption","1","0","170640","913461","3.69789561603079","more"
"copella","1","0","170640","913461","3.69789561603079","more"
"severence","1","0","170640","913461","3.69789561603079","more"
"inpenetrable","1","0","170640","913461","3.69789561603079","more"
"£88.7million","1","0","170640","913461","3.69789561603079","more"
"shoals","1","0","170640","913461","3.69789561603079","more"
"keynesian","1","0","170640","913461","3.69789561603079","more"
"w&d","1","0","170640","913461","3.69789561603079","more"
"defunct","1","0","170640","913461","3.69789561603079","more"
"124.7","1","0","170640","913461","3.69789561603079","more"
"£61,750","1","0","170640","913461","3.69789561603079","more"
"15-month","1","0","170640","913461","3.69789561603079","more"
"sumitomo","1","0","170640","913461","3.69789561603079","more"
"isc","1","0","170640","913461","3.69789561603079","more"
"inny","1","0","170640","913461","3.69789561603079","more"
"$6.8bn","1","0","170640","913461","3.69789561603079","more"
"sketchy","1","0","170640","913461","3.69789561603079","more"
"6.8p","1","0","170640","913461","3.69789561603079","more"
"nosedives","1","0","170640","913461","3.69789561603079","more"
"landesbank","1","0","170640","913461","3.69789561603079","more"
"sourer","1","0","170640","913461","3.69789561603079","more"
"£14million","1","0","170640","913461","3.69789561603079","more"
"throes","1","0","170640","913461","3.69789561603079","more"
"buckland","1","0","170640","913461","3.69789561603079","more"
"uncommon","1","0","170640","913461","3.69789561603079","more"
"jessups","1","0","170640","913461","3.69789561603079","more"
"t-square","1","0","170640","913461","3.69789561603079","more"
"redeemable","1","0","170640","913461","3.69789561603079","more"
"better-heeled","1","0","170640","913461","3.69789561603079","more"
"bron","1","0","170640","913461","3.69789561603079","more"
"272p","1","0","170640","913461","3.69789561603079","more"
"41pc","1","0","170640","913461","3.69789561603079","more"
"10.9%","1","0","170640","913461","3.69789561603079","more"
"tibbet","1","0","170640","913461","3.69789561603079","more"
"emil","1","0","170640","913461","3.69789561603079","more"
"$1.7420","1","0","170640","913461","3.69789561603079","more"
"vices","1","0","170640","913461","3.69789561603079","more"
"227","1","0","170640","913461","3.69789561603079","more"
"balusters","1","0","170640","913461","3.69789561603079","more"
"kemsley","1","0","170640","913461","3.69789561603079","more"
"browns","1","0","170640","913461","3.69789561603079","more"
"migrate","1","0","170640","913461","3.69789561603079","more"
"normanby","1","0","170640","913461","3.69789561603079","more"
"counter-inflationary","1","0","170640","913461","3.69789561603079","more"
"fuel-consuming","1","0","170640","913461","3.69789561603079","more"
"vociferous","1","0","170640","913461","3.69789561603079","more"
"8.49%","1","0","170640","913461","3.69789561603079","more"
"$800","1","0","170640","913461","3.69789561603079","more"
"inflation-proofed","1","0","170640","913461","3.69789561603079","more"
"6.6p","1","0","170640","913461","3.69789561603079","more"
"bessa","1","0","170640","913461","3.69789561603079","more"
"ff210m","1","0","170640","913461","3.69789561603079","more"
"£339million","1","0","170640","913461","3.69789561603079","more"
"wad","1","0","170640","913461","3.69789561603079","more"
"14.96","1","0","170640","913461","3.69789561603079","more"
"war-affected","1","0","170640","913461","3.69789561603079","more"
"overused","1","0","170640","913461","3.69789561603079","more"
"lpu","1","0","170640","913461","3.69789561603079","more"
"burrington","1","0","170640","913461","3.69789561603079","more"
"showpiece","1","0","170640","913461","3.69789561603079","more"
"three-for-seven","1","0","170640","913461","3.69789561603079","more"
"forma","1","0","170640","913461","3.69789561603079","more"
"spears","1","0","170640","913461","3.69789561603079","more"
"devlopments","1","0","170640","913461","3.69789561603079","more"
"1939–45","1","0","170640","913461","3.69789561603079","more"
"£925m","1","0","170640","913461","3.69789561603079","more"
"worse-than-expected","1","0","170640","913461","3.69789561603079","more"
"$8billion","1","0","170640","913461","3.69789561603079","more"
"emu","1","0","170640","913461","3.69789561603079","more"
"10.4015","1","0","170640","913461","3.69789561603079","more"
"inside-reared","1","0","170640","913461","3.69789561603079","more"
"34–","1","0","170640","913461","3.69789561603079","more"
"no-fee","1","0","170640","913461","3.69789561603079","more"
"stowmarket","1","0","170640","913461","3.69789561603079","more"
"cowgill","1","0","170640","913461","3.69789561603079","more"
"16–p","1","0","170640","913461","3.69789561603079","more"
"393p","1","0","170640","913461","3.69789561603079","more"
"platignum","1","0","170640","913461","3.69789561603079","more"
"gas-raising","1","0","170640","913461","3.69789561603079","more"
"romps","1","0","170640","913461","3.69789561603079","more"
"kneecap","1","0","170640","913461","3.69789561603079","more"
"1.67m","1","0","170640","913461","3.69789561603079","more"
"interbank","1","0","170640","913461","3.69789561603079","more"
"£25.5m","1","0","170640","913461","3.69789561603079","more"
"kickstart","1","0","170640","913461","3.69789561603079","more"
"bimec","1","0","170640","913461","3.69789561603079","more"
"5-year","1","0","170640","913461","3.69789561603079","more"
"cinemagoers","1","0","170640","913461","3.69789561603079","more"
"lightship","1","0","170640","913461","3.69789561603079","more"
"£956","1","0","170640","913461","3.69789561603079","more"
"ridiculously","1","0","170640","913461","3.69789561603079","more"
"2,695.61","1","0","170640","913461","3.69789561603079","more"
"down-gradings","1","0","170640","913461","3.69789561603079","more"
"15.6%","1","0","170640","913461","3.69789561603079","more"
"jefferson","1","0","170640","913461","3.69789561603079","more"
"100–200lbs","1","0","170640","913461","3.69789561603079","more"
"country-wide","1","0","170640","913461","3.69789561603079","more"
"issuer","1","0","170640","913461","3.69789561603079","more"
"£278","1","0","170640","913461","3.69789561603079","more"
"single-industry","1","0","170640","913461","3.69789561603079","more"
"2706.2","1","0","170640","913461","3.69789561603079","more"
"presto","1","0","170640","913461","3.69789561603079","more"
"124.4","1","0","170640","913461","3.69789561603079","more"
"0.88p","1","0","170640","913461","3.69789561603079","more"
"£1,060","1","0","170640","913461","3.69789561603079","more"
"8.30am","1","0","170640","913461","3.69789561603079","more"
"139.5","1","0","170640","913461","3.69789561603079","more"
"escudo","1","0","170640","913461","3.69789561603079","more"
"nichols","1","0","170640","913461","3.69789561603079","more"
"relais","1","0","170640","913461","3.69789561603079","more"
"190p","1","0","170640","913461","3.69789561603079","more"
"£632m","1","0","170640","913461","3.69789561603079","more"
"21,300","1","0","170640","913461","3.69789561603079","more"
"fully-subscribed","1","0","170640","913461","3.69789561603079","more"
"incessantly","1","0","170640","913461","3.69789561603079","more"
"northedge","1","0","170640","913461","3.69789561603079","more"
"rationale","1","0","170640","913461","3.69789561603079","more"
"brusca","1","0","170640","913461","3.69789561603079","more"
"underpins","1","0","170640","913461","3.69789561603079","more"
"trans-atlantic","1","0","170640","913461","3.69789561603079","more"
"£6.67m","1","0","170640","913461","3.69789561603079","more"
"sea-based","1","0","170640","913461","3.69789561603079","more"
"17.3147","1","0","170640","913461","3.69789561603079","more"
"intal","1","0","170640","913461","3.69789561603079","more"
"640m","1","0","170640","913461","3.69789561603079","more"
"£124m","1","0","170640","913461","3.69789561603079","more"
"£27.5million","1","0","170640","913461","3.69789561603079","more"
"poring","1","0","170640","913461","3.69789561603079","more"
"2760.1","1","0","170640","913461","3.69789561603079","more"
"hew","1","0","170640","913461","3.69789561603079","more"
"paulson","1","0","170640","913461","3.69789561603079","more"
"discard","1","0","170640","913461","3.69789561603079","more"
"£1.07bn","1","0","170640","913461","3.69789561603079","more"
"£39.5m","1","0","170640","913461","3.69789561603079","more"
"beauvais","1","0","170640","913461","3.69789561603079","more"
"dm2.7760","1","0","170640","913461","3.69789561603079","more"
"410p","1","0","170640","913461","3.69789561603079","more"
"elysees","1","0","170640","913461","3.69789561603079","more"
"brotton","1","0","170640","913461","3.69789561603079","more"
"474p","1","0","170640","913461","3.69789561603079","more"
"cyclicals","1","0","170640","913461","3.69789561603079","more"
"9.1pc","1","0","170640","913461","3.69789561603079","more"
"muscovy","1","0","170640","913461","3.69789561603079","more"
"repubblica","1","0","170640","913461","3.69789561603079","more"
"221p","1","0","170640","913461","3.69789561603079","more"
"expatriates","1","0","170640","913461","3.69789561603079","more"
"£7.25","1","0","170640","913461","3.69789561603079","more"
"£25million","1","0","170640","913461","3.69789561603079","more"
"339p","1","0","170640","913461","3.69789561603079","more"
"18,757","1","0","170640","913461","3.69789561603079","more"
"748p","1","0","170640","913461","3.69789561603079","more"
"forename","1","0","170640","913461","3.69789561603079","more"
"344/190","1","0","170640","913461","3.69789561603079","more"
"reinsurance","1","0","170640","913461","3.69789561603079","more"
"750,000th","1","0","170640","913461","3.69789561603079","more"
"1886","1","0","170640","913461","3.69789561603079","more"
"troubleshooter","1","0","170640","913461","3.69789561603079","more"
"backlogs","1","0","170640","913461","3.69789561603079","more"
"linings","1","0","170640","913461","3.69789561603079","more"
"acronyms","1","0","170640","913461","3.69789561603079","more"
"doull","1","0","170640","913461","3.69789561603079","more"
"8,200","1","0","170640","913461","3.69789561603079","more"
"£10.07m","1","0","170640","913461","3.69789561603079","more"
"2.8pc","1","0","170640","913461","3.69789561603079","more"
"stubbed","1","0","170640","913461","3.69789561603079","more"
"forking","1","0","170640","913461","3.69789561603079","more"
"101.6","1","0","170640","913461","3.69789561603079","more"
"507p","1","0","170640","913461","3.69789561603079","more"
"0.8","1","0","170640","913461","3.69789561603079","more"
"enrolled","1","0","170640","913461","3.69789561603079","more"
"£615million","1","0","170640","913461","3.69789561603079","more"
"unappealing","1","0","170640","913461","3.69789561603079","more"
"2719.7","1","0","170640","913461","3.69789561603079","more"
"£518m","1","0","170640","913461","3.69789561603079","more"
"760p","1","0","170640","913461","3.69789561603079","more"
"solvency","1","0","170640","913461","3.69789561603079","more"
"dowson","1","0","170640","913461","3.69789561603079","more"
"unit-trust","1","0","170640","913461","3.69789561603079","more"
"perjured","1","0","170640","913461","3.69789561603079","more"
"112%","1","0","170640","913461","3.69789561603079","more"
"over-rigorous","1","0","170640","913461","3.69789561603079","more"
"49.4","1","0","170640","913461","3.69789561603079","more"
"silva","1","0","170640","913461","3.69789561603079","more"
"harveys","1","0","170640","913461","3.69789561603079","more"
"eleventh-hour","1","0","170640","913461","3.69789561603079","more"
"16p.christmas","1","0","170640","913461","3.69789561603079","more"
"173%","1","0","170640","913461","3.69789561603079","more"
"£1,750","1","0","170640","913461","3.69789561603079","more"
"arbitrageurs","1","0","170640","913461","3.69789561603079","more"
"£1.6million","1","0","170640","913461","3.69789561603079","more"
"ombudsmansays","1","0","170640","913461","3.69789561603079","more"
"brutalists","1","0","170640","913461","3.69789561603079","more"
"disenchanted","1","0","170640","913461","3.69789561603079","more"
"£223m","1","0","170640","913461","3.69789561603079","more"
"klein","1","0","170640","913461","3.69789561603079","more"
"rohrsanierungstechnic","1","0","170640","913461","3.69789561603079","more"
"£301m","1","0","170640","913461","3.69789561603079","more"
"grainger","1","0","170640","913461","3.69789561603079","more"
"stumping","1","0","170640","913461","3.69789561603079","more"
"ppp","1","0","170640","913461","3.69789561603079","more"
"£75.8m","1","0","170640","913461","3.69789561603079","more"
"bewteen","1","0","170640","913461","3.69789561603079","more"
"bog-standard","1","0","170640","913461","3.69789561603079","more"
"re-sold","1","0","170640","913461","3.69789561603079","more"
"transnational","1","0","170640","913461","3.69789561603079","more"
"assailed","1","0","170640","913461","3.69789561603079","more"
"new-starter","1","0","170640","913461","3.69789561603079","more"
"11pc","1","0","170640","913461","3.69789561603079","more"
"long-haul","1","0","170640","913461","3.69789561603079","more"
"stockbroking","1","0","170640","913461","3.69789561603079","more"
"perth-based","1","0","170640","913461","3.69789561603079","more"
